organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Total
E7Y4bV5AjJV,Kiasa Health Center,13686,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,2,,,,1,6,9,,,,,19
WbXUhoNpJSk,Kibabii Health Centre,15941,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,33,11,3,47
PZKXP2PYFKX,Kibera Community Health Centre (Amref),13028,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8,11,19,11,5,,22,22,17,24,6,,145
mi7ORwgRy3S,Kibera D.O. Dispensary,13029,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,2,1,5,,,2,,3,,,3,19
jTfjpQwY6O2,Kibera South Health Centre,13030,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,1,4,,5
SXegfern6PF,Kibigori Dispensary,13687,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,567,,,567
xlpkJEXcIDZ,Kibisi Dispensary,15943,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,5,,,,5,,,,,,,10
tWQw1jmjWO4,Kibogo Dispensary,13688,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19,20,8,11,5,4,6,4,2,,,,79
CHbzT0LTnWD,Kibos Sugar Research Dispensary,13689,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,8,,,,,,8
K2ONWpvXjM9,Kibugua Health Centre,12288,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,3,3
T9Z9ITASXzK,Kibuke Dispensary,15944,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,9,,,,,7,16
MKRHQqll4ly,Kibwareng Health Centre,14857,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,1,,,1
dzNztOh9T5P,Kibwezi Sub County Hospital,12291,At Kibwezi Town along Kalimani - Kitui Road. 500m from the main Nairobi-Mombasa road,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,20,4,,2,15,10,11,,62
APdt9R69Ycb,Kiembe Health Centre,18077,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,5,2,1,3,,,,,,,12
EZAag3FkBnY,Kiganjo dispensary,10581,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,1,,2,4,,1,3,5,,1,,19
F7WS5lx7cG9,Kiganjo Health Centre,10582,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,15,,,,,,15
L4zWxlDYQw2,Kigumo Health Centre (Kiambu East),10587,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,8,3,,3,2,1,17
kwfaPwzZVfv,Kigwa Health Centre,13691,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,4,,,,,,,,,,4
bxheWBppb9H,Kihara Sub County Hospital,10591,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,,7,,,,,4,13,5,4,10,48
HVOJPKtJhsG,Kijabe (AIC) Hospital,10602,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,5,2,2,,7,1,4,1,1,2,3,32
IIw7XjguWks,Kijabe (AIC) Hospital Marira Medical Clinic,10693,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,,,1,,,,,4
OQ9TVd3E10r,Kijani (Mirera) Dispensary,17821,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
pjoG55x2KMq,Kikoko Mission Hospital,12306,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,,,,1,,1,1,5,3,3,16
oRpe6aFLs6e,Kikumini Dispensary (Makueni),17147,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,3,,,3
HO8XXXER1ZS,Kikuyu (PCEA) Hospital,10603,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7,,,,1,2,1,,,,,,11
OjwX5IrpWkM,Kilala Health Centre,12309,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,10,10
nyNZg4aC19J,Kilibwoni Health Centre,14866,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,159,,,,,,,,12,,,,171
HVsXeh7EatU,Kilifi County Hospital,11474,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,6,,,,,,6
S6X2QNJUj2g,Kilimangodo Dispensary,11476,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,7,,,,,,,7
DdPmglUPme3,Kilingili Health Centre,15945,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,7,5,,4,3,19
OwA3FdxjmkQ,Kima Mission Hospital,15946,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,2,2,,,3,2,,4,,,2,17
XbRB4QvjEBy,Kimaeti Health centre,15947,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,3,,9,,4,8,4,,,,,29
Bs89THDd5QL,Kimilili Subcounty Hospital,15950,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,11,7,,,,,,10,,,,28
zWZORu6JmAJ,Kiminini Health Centre,16362,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,28,26,20,74
ip99gwAbUNT,Kimondo Dispensary,14877,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,3,3
p0zbkFwLKIu,Kimonge Health Centre,13693,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,8,,,,,,,,,,8
trxPkQIiUSK,Kina Dispensary,12319,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,9,,,,,,,9
ENlNLYthtQS,Kinanie Health centre,12321,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,,,,2
aSPafr5E6SG,Kinasia Dispensary,13694,Dispensay,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,,,3,,51,,,,,,56
SfBpKeRccBa,King'wal Dispensary,14887,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11,,,,,,,,,,,,11
wEmj5Y6nGNJ,Kinondo Kwetu Community Clinic,16547,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6,,,,,,,,,,,,6
LPKh4nXw3jE,Kipingi Dispensary,16269,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,,,,,1
RyQUcptH76k,Kipkabus Health Centre,14893,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,2,,,4,5,,6,9,13,,42
OHq3zKIA0G5,Kipsitet Dispensary,14919,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,,,,,,,182,160,10,,356
Kx6at9voElM,Kiptangwanyi Health Center,14926,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,7,7
bnQePNfUZB8,Kiptere Dispensary,14928,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,16,,1,,,6,3,4,,,15,,45
XIQZfo5zeey,Kisasi Health Centre (Kitui Rural),12340,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,3,5,,1,3,7,19
RztzXSmM6Zu,Kisau Sub County Hospital,12341,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,14,,,,,,,14
bHyL9kqP653,Kisauni Drop In VCT,17623,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,4,,,,,,,,,4
OfxfIsa0tyF,Kisegi Sub-District Hospital,13701,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,8,4,4,5,4,,3,1,,3,1,38
rN5sJaVjJ74,Kisii GK Prisons Dispensary,13580,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,110,,,42,46,65,,263
SAca0wPRzA8,Kisii Teaching And Referral Hospital (Level 6),13703,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,12,,,,,,12
CSFHkngjmkK,Kisiiki Dispensary,12347,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,3,1,,5,,,9
uBfCuhllvg3,Kisumu County Hospital,13704,located within Winam Division. GOK,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,20,22,18,9,2,9,8,88
zPojcAQtw2L,Kitale County Referral Hospital,14947,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,90,96,100,114,173,232,272,314,356,394,549,569,3259
urIldNWP4HY,Kitare Health Centre,13705,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9,,,,,,,,,23,23,,55
xhHjvCDE41i,Kitengela Centre of Hope Medical Clinic,18401,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,2,,2,3,,3,,2,,,14
NZvCs24o5N5,Kitengela Medical Services (Kajiado),18976,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,2,,,1,,1,5,,9
AW4Fs3TsAtO,Kitengela Sub-County Hospital,14950,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,86,38,18,47,10,2,201
f3XukP1v8uT,Kitere Health Centre,17341,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,,2,1,,,,,6
va6fJWbks2A,Kithuki Health Centre,12360,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,1,,1
rIWFCNNTQfN,Kitise Health Centre,12365,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,4,4,1,,3,,14
dtWdw8ogYzJ,Kitui County Referral Hospital,12366,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,5,,5
syMX95GoW0g,Kituka Dispensary,13706,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,,4,3,2,2,,,6,20
g27gQOqTAkv,Kitum Dispensary,18216,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,1,,,1,,,,2
w0QBLXNdhK1,Kiumbu Health Centre,10641,Kiumbu shopping centre,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,3,,,3
CUebFxNlAzb,Kivaani Health Centre,12376,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,1,,,,,,6,,,,7
ekQxVaIMErv,Kivuli Dispensary,13036,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,6,8,1,,,1,4,,10,30
K5ySjINF4J7,Kiwa Island Health Centre,13707,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,5,4,,,,,3,,12
FYGO2TZZWuq,Kiwandani Dispensary,11493,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,4,,,,,,,,,,,7
xfNWSEyv3de,Kobodo Dispensary,20241,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,6,2,3,1,5,,2,1,,,,20
eOljZ3zFCf9,Kobos Health Centre,14958,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,3,,3
HRO9wJXbEjN,Kobujoi Mission Health Centre,14960,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,8,,,,,,,8
KPgXAJQ4rkD,Kodingo Health Centre,13727,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,5,,10,,,,,,,,,17
KgZZAFbhdee,Koduogo Health Centre,19861,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10,,,5,,,,,,,,,15
XZwiXe6lGnE,Kogelo Dispensary,13710,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,10,,,,,,,10
JvTAtefBKPX,Kogweno Oriang' Dispensary,13711,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6,,3,,,,2,,,5,,,16
J645cFsNOCM,Koilot Health Centre,14965,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,1,10,,,11
uXqhVeVab1Y,Koiwa Health Centre,14970,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,1,,,,,,,,,5,6
iX9MCYrhHOP,Koloo Dispensary,17038,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,4,,2,,2,2,,,,,,11
UMrj6jMVGcj,Kolunga Health Centre,13642,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,27,5,5,4,4,3,4,,2,2,31,92
KpXqE32Rm1d,Kombe Dispensary,13713,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,,,,1
mxhSNH3OIJx,Kombe Dispensary (Nandi Central),14982,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,39,40,40,,,41,,,,160
tMymqzXY5dg,Kombewa County Referral Hospital,13714,Located on the Kisumu Bondo road,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,11,,,,11,,,,,,,27
PB1NPD7gFsp,Kongoli Dispensary,20484,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,22,,,,,,22
iIngX6G2Ezq,Kongoni Health Centre,15955,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,2,8,5,6,8,,1,,,,30
XrHTTd5zyjn,Konjora Dispensary,21539,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,3,,,,,,,,,,,6
Ck6NSG9d4HP,Konyao Dispensary,14988,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,,,,,1,1,,,12,,53,72
MQcFGwW1QsE,Kopanga Dispensary (CHAK),13718,Situated in Suba West division and its a FBO Facility,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,,1,,5,4,,,,,,12
UF9HJO258Yp,Korogocho Health Centre,18895,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,,4,1,2,3,,,,,,12
MniJ99qrhJ6,Korosiandet Dispensary,15958,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,6,,,,6
uY2xlbkbeVL,Koru Dispensary,17110,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,4,,,,4
j6QLHcTeO6f,Korwenje Dispensary,13720,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,3,5,1,11
DNnvCXUMH4v,Kowino Dispensary,13722,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,7,,,,2,2,1,,2,2,3,19
aWpElDmioIw,Kuja Dispensary,13724,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11,6,9,4,,1,2,1,,,,,34
tgRwAp3Oey9,Kunya Dispensary,13725,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,2,,,,,,,,4
El8fBMbWcrO,Kuvasali Health Centre,15959,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,3,,,3
extrfMeqcik,Kwa Vonza Dispensary,12396,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,2,,2,3,,,,10
mzBw4T72sa5,Kwamo Dispensary,13728,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,5,5,2,4,3,2,4,,4,14,,43
xGgOmhpqPod,Kwangamor Dispensary,21033,situated along  off Amukura Kotur Road 5 km to Papa primary school and Kwangmor Market,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,,,1,,,,,2
kbdzFwfqYb8,Kwanza Sub County Hospital,15003,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,5,2,,,,,,,5,,14
vshyHFPS1Mo,Kware Dispensary,23414,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,2,,,,3,12,11,,4,4,8,46
FH1lPSOnK9z,Kwoyo Kodalo Dispensary,13729,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,6,6,5,1,2,,1,,,,,21
kUoL1ezN7NN,KYC Transmara,21206,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,2,,2
YZuzvi5zGPy,Kyuso Sub County Hospital,12420,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,2,2
f1mpqnM6p8W,Laare Health Centre,12422,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,,,,,,,3
Oo381uXXfit,Lagos Road Dispensary,13039,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,,,,1
MGXReb42dmA,Lambwe Dispensary,13731,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,4,,,26,18,11,62
fJNY0XA8daw,Lamuria Sub County Hospital (Laikipia East),15007,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,,,,,1
KyonjDmOEi9,Lang'ata Health Centre (Ruiru),18762,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6,,,11,23,21,23,6,10,4,7,15,126
pyVe7DfRPnj,Langas RCEA Health Center,15011,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,73,,87,102,110,112,117,124,132,133,,990
cksqvEeOLiY,Langata Hospital,13042,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,,,,,,,,,,,3
m516aDmFUUI,Langata Subcounty Hospital(Mugumoini),13041,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6,31,18,6,,5,13,32,14,5,6,5,141
QTbpZ8fdTZG,Langi Kawino Dispensary,18250,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,8,8
QPi8HppUeQL,Lare Health Centre,15013,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,10,,,,3,,13
QaPgykvnQjc,Lea Toto (Kariobangi North),13045,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,3,,3
BwF2JaC8lCL,Leshau Pondo Health Centre,10657,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,2,,,,,,5
zKDQjMY6KLK,Lidha Dispensary,17525,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,2,1,,,,4,7
XedKlZAN2O9,Ligala Dispensary,18320,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10,2,4,5,1,4,,,1,,3,1,31
AlQczmsgUJn,Ligega Health Centre,13735,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,1,,1,3,4,1,,1,,2,14
EOwZKRgVff8,Likii Dispensary,15035,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,2,,,,,2
bVvybxoOuLr,Likoni Catholic Dispensary,11520,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,3,3
Ox8vvMZo7s8,Likoni HIV Resource Centre,18454,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,4,,,,,,,,,4
AbSJUr5oge2,Likuyani Sub-County Hospital,15961,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,5,,,,,,,,,,,5
DoFGg4toGRt,Limuru Health Centre,10661,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,1,2,2,,3,22,3,,8,2,46
YGXPJlieCWC,Litare Community Health Centre,22476,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,1,,,,,,,,10,3,18
o6wLT74mwk5,Litein Dispensary,15039,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,10,25,29,33,34,,,,,,,135
cydsug5htZ9,Live With Hope Dispensary,17589,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,16,,3,,,,,,,,4,,23
JgBnZEcsqDR,Liverpool VCT,13050,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,1,4,1,,6
Cx6s78Ev9QT,Loitokitok Sub County Hospital,15051,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15,39,32,11,28,27,,12,20,6,2,3,195
aKjGXxIWmX3,Lokichar (RCEA) Health Centre,15057,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,6,6
ssY2d9sMYGR,Lokichogio (AIC) Health Centre,15059,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,3,10,,13
sfUb61y4eOl,Lokori Primary Health Care Programme,16324,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,,,,1
Qxt1FTtPDX9,Lolgorian Sub County Hospital,15068,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,1,,,,1
SBKrEDk0r9L,Lomut Dispensary,15073,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,3,,,,1,,3,,33,41
feqZZjDHYmo,Londiani Sub County Hospital,15074,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,2,,,3
SuxAmnVfsiA,Longisa County Referral Hospital,15077,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,12,,,,,,,12
WC2ykyx4Xxg,Lowarengak Health Centre,15096,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,,,,1
qIGDrvFNv3H,Luanda Town Dispensary,15963,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10,2,,,,9,,2,2,,,,25
GzJU2wkfa30,Lugulu Friends Mission Hospital,15965,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,2,,,,,,,,,2,4
Uzbi7NX6aVo,Lukolis Model Health Centre,15968,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8,7,2,2,7,2,1,5,4,,,4,42
k0yug2XqYRT,Lumakanda County Hospital,15969,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,6,,12,,,,,18
Z65JvisTm4o,Lumino Dispensary,18624,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,,,,,,,,,2
qa07L6R8UeS,Lumumba Sub County Hospital,13738,Sub County Hospital,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,18,18
V4mRikko5vW,Lung'anyiro Health Centre,15972,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,8,,,,1,,,,,9
oveetILWJK3,Lunga Lunga Health Centre,13053,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,28,13,14,28,19,22,10,7,14,7,12,12,186
VuP1KLi79Bn,Lupida sub county hospital,15975,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,,5,,1,2,,,1,,,,14
kODtFznDC4N,Lurare Dispensary,15976,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,2,2,,,,,,,,,4
AKhVrrqumM6,Lusigetti sub-county hospital,10666,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,,,,,,,,1
XbUB6XqsjIz,LVCT Dice (Ruaka),24969,Near  ACK Ruaka Church,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,2,2,,,3,7
mrG827IwFUs,LVCT Health Thika,18345,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6,,4,5,,10,1,3,,2,7,4,42
Z4h8itV1gpt,Lwala Community Hospital,13740,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,2,12,2,,6,13,7,,,22,64
lkn5DPoeGjs,Lwala Kadawa Health Centre,17174,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,9,,16,14,29,34,38,38,39,,217
enFogPQF7aZ,Lwanda Awiti Dispensary,16770,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,1,,1
YFSNlKvGVDj,Lwanda Dispensary,13741,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,3,3,,3,1,3,,,,2,19
UK55eWU12tC,Lwanda Gwassi Dispensary,13742,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,7,12,36,,,,,17,,72
