id,name,lastUpdated,created,shortName,displayName,displayShortName,displayNumeratorDescription,denominatorDescription,displayDenominatorDescription,numeratorDescription,dimensionItem,displayFormName,numerator,denominator,dimensionItemType,indicatorType,indicatorGroups
"B08VqeJVlhW","HIV-Rifapentine/isoniazid (P) 300/300mg Tab MoS","2021-01-11T17:35:48.178000Z","2021-01-11T17:35:48.178000Z","HIV-Rifapentine/isoniazid (P) 300/300mg Tab MoS","HIV-Rifapentine/isoniazid (P) 300/300mg Tab MoS","HIV-Rifapentine/isoniazid (P) 300/300mg Tab MoS","HIV-Rifapentine/isoniazid (P) 300/300mg Tab MoS","HIV-Rifapentine/isoniazid (P) 300/300mg Tab MoS","HIV-Rifapentine/isoniazid (P) 300/300mg Tab MoS","HIV-Rifapentine/isoniazid (P) 300/300mg Tab MoS","B08VqeJVlhW","HIV-Rifapentine/isoniazid (P) 300/300mg Tab MoS","#{i7MzGhzg6VJ.GvjV9gy3OOc}","#{P35q614oPCt.QvctQfKAQn3}","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"B0y58DpGWdW","Population 15-24 years of the total Population","2013-07-18T15:26:35.387000Z","2012-11-06T15:04:44.252000Z","%Population 15-24 years","Population 15-24 years of the total Population","%Population 15-24 years","Total Population 15-24 years","Total Population","Total Population","Total Population 15-24 years","B0y58DpGWdW","Population 15-24 years of the total Population","#{EaR7DO0Fz9g.NhSoXUMPK2K}","#{NLKRV7bYbVy.NhSoXUMPK2K}","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,v3p421EJ50L,VePi73lntgX,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"B16zXrE2FKJ","TB_SCDRR-Ending Bal_R/H 75/50 mg","2016-06-22T11:53:54.161000Z","2016-05-27T10:55:29.477000Z","TB_SCDRR-Ending Bal_R/H 75/50 mg","TB_SCDRR-Ending Bal_R/H 75/50 mg","TB_SCDRR-Ending Bal_R/H 75/50 mg","TB_SCDRR-Ending Bal_R/H 75/50 mg","null","null","TB_SCDRR-Ending Bal_R/H 75/50 mg","B16zXrE2FKJ","TB_SCDRR-Ending Bal_R/H 75/50 mg","(#{D25RrfG5JlP.cK2SyNZElX3}+#{D25RrfG5JlP.bmfVdmRmt2K}+#{D25RrfG5JlP.cNxMJ2HZVro})-(#{D25RrfG5JlP.j247mdtxxTx}+#{D25RrfG5JlP.D0TfJD4FuKO}+#{D25RrfG5JlP.LaQhI0l2hg8})","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"B1iyrLw1AB8","TB-Capreomycin 1gm vial  SoH","2016-05-31T16:04:03.229000Z","2016-05-31T16:04:03.225000Z","TB-Capreomycin 1gm vial  SoH","TB-Capreomycin 1gm vial  SoH","TB-Capreomycin 1gm vial  SoH","Capreomycin 1gm vial","null","null","Capreomycin 1gm vial","B1iyrLw1AB8","TB-Capreomycin 1gm vial  SoH","#{iH0rC4i8K6c.wGSba4uJwJ8}+#{LzsYXJhjPUp.dRvK7VxuTSd}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"b2zkxO5l3lm","Percentage of TB Cases offered DOTs by CHVs","2016-08-17T16:21:03.477000Z","2016-08-17T16:21:03.475000Z","Percentage of TB Cases offered DOTs by CHVs","Percentage of TB Cases offered DOTs by CHVs","Percentage of TB Cases offered DOTs by CHVs","Number of cases on DOTS  by CHVs","Total number of TB cases notified","Total number of TB cases notified","Number of cases on DOTS  by CHVs","b2zkxO5l3lm","Percentage of TB Cases offered DOTs by CHVs","#{LjlyHsz5eSK.NhSoXUMPK2K}","#{xhQlihiebMH.WwOVo8ccFpn}","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,v3p421EJ50L,VePi73lntgX,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"B35zCLFkO98","iHRIS Nurses + IHRIS Med Lab Techs","2020-09-18T10:14:30.916000Z","2016-07-27T17:49:34.305000Z","iHRIS Nurses + IHRIS Med Lab Techs","iHRIS Nurses + IHRIS Med Lab Techs","iHRIS Nurses + IHRIS Med Lab Techs","iHRIS Nurses + IHRIS Med Lab Techs","null","null","iHRIS Nurses + IHRIS Med Lab Techs","B35zCLFkO98","iHRIS Nurses + IHRIS Med Lab Techs","#{pfIYHskfyhQ}+#{oGRUr2UiR8E}+#{CGN15kwiEla.NhSoXUMPK2K}+#{qrQRIOl3Y7W}+#{tdkj2HWk7GG}+#{e4SD2TEWunw}+#{aOH63LerJKG}+#{LJVhaEUREt1}+#{YBRNewyiKTG}+#{FheKkDXpzuB}+#{YFJwW8QWT0s}+#{N6JCCDgmijq}+#{D1YK6LDr1uo}+#{yut0lbk8fLZ}+#{v5YHnZPeu3Y}+#{T0ncWxRLsyF}+#{fDNhtWxxkDD}+#{nW6QimezeUY}+#{UQe25w2sxfL.NhSoXUMPK2K}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"B3jFeMkluj4","Male 10-14 yrs tested for HIV (PTB+)","2017-02-01T21:56:22.816000Z","2012-10-31T11:14:34.015000Z","% of Male 10-14 yrs test","Male 10-14 yrs tested for HIV (PTB+)","% of Male 10-14 yrs test","Male 10-14 tested for HIV (PTB+)","Male 10-14 New PTB+","Male 10-14 New PTB+","Male 10-14 tested for HIV (PTB+)","B3jFeMkluj4","Male 10-14 yrs tested for HIV (PTB+)","#{NNkcO5xJ4D8.sp5O3uieiaL}","#{mYcTFL89KEW.sp5O3uieiaL}","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"b4GD7NurXjq","Subcounty TB_2017 Ethambutol 100 mg","2019-09-25T00:59:05.693000Z","2018-07-26T13:09:27.058000Z","Subcounty TB_2017 Ethambutol 100 mg","Subcounty TB_2017 Ethambutol 100 mg","Subcounty TB_2017 Ethambutol 100 mg","Subcounty TB_2017 Ethambutol 100 mg","Subcounty TB_2017 Ethambutol 100 mg","Subcounty TB_2017 Ethambutol 100 mg","Subcounty TB_2017 Ethambutol 100 mg","b4GD7NurXjq","Subcounty TB_2017 Ethambutol 100 mg","(#{leD1F35SGYm.e2os98CantY} * 3) - ( #{RvnjC94Bl9D.i65ATXAav6k} + #{leD1F35SGYm.TRw8Amoledr})","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"B5aFsyZtDAa","Available Bed Days= Medical Ward Female","2017-02-01T21:56:25.247000Z","2012-07-09T10:26:37.893000Z","ABD-Female","Available Bed Days= Medical Ward Female","ABD-Female","Available Bed Days - Medical Ward Female","","","Available Bed Days - Medical Ward Female","B5aFsyZtDAa","Available Bed Days= Medical Ward Female","(#{S9BU0xS5QRf.fgY5yxfRFHN}+#{S9BU0xS5QRf.ERX6phnRjMW})*[days]","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,FY80wPmpcGR,ILjnvZREKIe,kZdf3LmMFKF,lBD0xqWqgqi,oluwuVI5azo,pd24ijrPxT8,rwAsLJC6Dmq,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,WWzWuhisQ2q,ZG0OtMj5p9K"
"B5qDJwsJnYo","Average Daily Attendace of Outpatient","2017-02-01T21:56:23.830000Z","2011-11-02T10:44:48.170000Z","Average daily OPD","Average Daily Attendace of Outpatient","Average daily OPD","Total General Outpatient","Contant Period Month","Contant Period Month","Total General Outpatient","B5qDJwsJnYo","Average Daily Attendace of Outpatient","#{rIkD2jIDqPh}+#{zXzBILTVJzD}+#{Ha96SBKI06u}+#{F6AwnxbwiK2}+#{x13zGZKuxzs}+#{uTQOSp7rx5h}+#{EsfvxFcltV0}+#{aq64ukEqs2N}+#{JQkE0bN9OTB}+#{d3jNYZueSmn}+#{hAH08l33p9B}+#{JGbmLfjZPEf}+#{SyUQl638r5P}+#{T22hPVk4yGZ}+#{T22hPVk4yGZ}+#{QStt76mU06X}+#{DpR59HXC0jW}+#{GAeKNgKXNDm}+#{WEW9Bjga52F}","null","INDICATOR","c7H7CwIHCpf","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,FY80wPmpcGR,ILjnvZREKIe,ji8qxM6Z9Pm,kZdf3LmMFKF,lBD0xqWqgqi,oluwuVI5azo,pd24ijrPxT8,rwAsLJC6Dmq,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,WWzWuhisQ2q,ZG0OtMj5p9K"
"B5sapQbRTME","MoH 730A rev2017 Aggregated Physical Stock Adult preparations Nevirapine (NVP) 200mg Tablets 60s","2017-11-21T10:07:21.223000Z","2017-11-21T10:07:21.223000Z","Moh730Arev2017aggstock28","MoH 730A rev2017 Aggregated Physical Stock Adult preparations Nevirapine (NVP) 200mg Tablets 60s","Moh730Arev2017aggstock28","MoH 730A rev2017 Aggregated Physical Stock Adult preparations Nevirapine (NVP) 200mg Tablets 60s numerator","MoH 730A rev2017 Aggregated Physical Stock Adult preparations Nevirapine (NVP) 200mg Tablets 60s denominator","MoH 730A rev2017 Aggregated Physical Stock Adult preparations Nevirapine (NVP) 200mg Tablets 60s denominator","MoH 730A rev2017 Aggregated Physical Stock Adult preparations Nevirapine (NVP) 200mg Tablets 60s numerator","B5sapQbRTME","MoH 730A rev2017 Aggregated Physical Stock Adult preparations Nevirapine (NVP) 200mg Tablets 60s","#{Fo2gnhRx1eB.GvjV9gy3OOc}","1","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"b84v49tRV1o","MOH 730_Tenofovir/Lamivudine/Efavirenz (TDF/3TC/EFV) FDC (300/300/600mg) SoH","2016-06-02T14:39:41.022000Z","2016-06-02T14:39:41.018000Z","MOH 730_Tenofovir/Lamivudine/Efavirenz (TDF/3TC/EF","MOH 730_Tenofovir/Lamivudine/Efavirenz (TDF/3TC/EFV) FDC (300/300/600mg) SoH","MOH 730_Tenofovir/Lamivudine/Efavirenz (TDF/3TC/EF","Tenofovir/Lamivudine/Efavirenz (TDF/3TC/EFV) FDC (300/300/600mg)","null","null","Tenofovir/Lamivudine/Efavirenz (TDF/3TC/EFV) FDC (300/300/600mg)","b84v49tRV1o","MOH 730_Tenofovir/Lamivudine/Efavirenz (TDF/3TC/EFV) FDC (300/300/600mg) SoH","#{LK4JkwJDx2c.hC4WAv2wKep}+#{EIWAIlQBKU6.D7WnuXFK7PR}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"B8oGK0hkhP7","Subcounty TB_2017 Prednisolone 5mg","2019-09-25T01:45:04.362000Z","2018-07-26T14:49:53.789000Z","Subcounty TB_2017 Prednisolone 5mg","Subcounty TB_2017 Prednisolone 5mg","Subcounty TB_2017 Prednisolone 5mg","Subcounty TB_2017 Prednisolone 5mg","Subcounty TB_2017 Prednisolone 5mg","Subcounty TB_2017 Prednisolone 5mg","Subcounty TB_2017 Prednisolone 5mg","B8oGK0hkhP7","Subcounty TB_2017 Prednisolone 5mg","(#{wXP4iP9414P.e2os98CantY} * 3) - ( #{ABdjOqMr8J2.i65ATXAav6k} + #{wXP4iP9414P.TRw8Amoledr})","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
