uid,mflcode,facility,level,ward,subcounty,county
fePES3jRUeR,15042,Loboi Dispensary,5,Mochongoi Ward,Marigat Sub County,Baringo County
vgvLvqu6Xfc,15137,Marigat Catholic Mission,5,Marigat Ward,Marigat Sub County,Baringo County
TGSQz8SdKu1,15138,Marigat Sub District Hospital,5,Marigat Ward,Marigat Sub County,Baringo County
hU0HsTvk8eo,15192,Mochongoi Health Centre,5,Mochongoi Ward,Marigat Sub County,Baringo County
KzEBldPaRn1,15197,Mogorwa Health Centre,5,Tenges Ward,Baringo Central Sub County,Baringo County
M6YiQfV3Ju7,15346,Ngetmoi Dispensary,5,Kabarnet Ward,Baringo Central Sub County,Baringo County
kAkBi8gHlAu,15386,Ol-Arabel Dispensary,5,Mochongoi Ward,Marigat Sub County,Baringo County
n54rVzDM3dR,15487,Riwo Dispensary,5,Ewalel/Chapchap Ward,Baringo Central Sub County,Baringo County
dKy3doEfm4W,15506,Sabor Dispensary,5,Marigat Ward,Marigat Sub County,Baringo County
o0YDpXsWuEs,15549,Seretunin Health Centre,5,Ewalel/Chapchap Ward,Baringo Central Sub County,Baringo County
M74KfX3iuTM,15604,Sogon Dispensary,5,Marigat Ward,Marigat Sub County,Baringo County
zxiSHy4syb0,15701,Talai Dispensary,5,Ewalel/Chapchap Ward,Baringo Central Sub County,Baringo County
TlHOb5LRgr4,15724,Timboiywo Dispensary,5,Sacho Ward,Baringo Central Sub County,Baringo County
C0eGXaSEHiP,14193,Aiyebo Dispensary,5,Saimoi/Kipsaraman Ward,Baringo North Sub County,Baringo County
mFfNCikLgni,14220,Atiar Dispensary,5,Bartabwa Ward,Baringo North Sub County,Baringo County
R5ojZThWuJk,14241,Bartabwa Health Centre,5,Bartabwa Ward,Baringo North Sub County,Baringo County
Jvhg2C1eQ8L,14242,Bartolimo Dispensary,5,Saimoi/Kipsaraman Ward,Baringo North Sub County,Baringo County
WN8SWfDASte,14270,Bossei Dispensary,5,Kabartonjo Ward,Baringo North Sub County,Baringo County
kXKjaWPSN9N,14609,Kabartonjo Referral Hospital,5,Kabartonjo Ward,Baringo North Sub County,Baringo County
gYQ0p6264fQ,17100,Kalabata Dispensary,5,Bartabwa Ward,Baringo North Sub County,Baringo County
mwPJSkfv5gA,14694,Kapchepkor Dispensary,5,Saimoi/Kipsaraman Ward,Baringo North Sub County,Baringo County
a4TFhgCyJMj,14716,Kapkiamo Dispensary,5,Kabartonjo Ward,Baringo North Sub County,Baringo County
Tc10F3JWnj5,14743,Kapluk Dispensary,5,Barwessa Ward,Baringo North Sub County,Baringo County
vR7h8p5xmAq,14785,Kaptiony Dispensary,5,Barwessa Ward,Baringo North Sub County,Baringo County
XwgQ8yRrEpt,14788,Kaptum Dispensary,5,Kabartonjo Ward,Baringo North Sub County,Baringo County
fUUkvML4uKW,14793,Kapturo Dispensary (Bartabwa),5,Bartabwa Ward,Baringo North Sub County,Baringo County
umUmbXTm3UX,13500,Bekam Medical Clinic,5,Magwagwa Ward,Nyamira North Sub County,Nyamira County
oPB35EIF6o3,13525,Chaina Dispensary,5,Itibo Ward,Nyamira North Sub County,Nyamira County
ZQT01wKQqiS,13544,Endiba Health Centre,5,Kiabonyoru Ward,Borabu Sub County,Nyamira County
z1cwlRDg4i1,13549,Esianyi Dispensary,5,Magwagwa Ward,Nyamira North Sub County,Nyamira County
jneHRlhDshV,13553,Family Saver Medical Clinic,5,Ekerenyo Ward,Nyamira North Sub County,Nyamira County
r8x9znndcXD,16281,Getiesi Health Centre,5,Bogichora Ward,Nyamira Sub County,Nyamira County
foKJoeEplXv,13572,Gianchore Health Centre,5,Bogichora Ward,Nyamira Sub County,Nyamira County
RsiWBZOvwow,13574,Gietai (AIC) Dispensary,5,Itibo Ward,Nyamira North Sub County,Nyamira County
UXpnlt136Fm,13577,Gisage Dispensary,5,Magwagwa Ward,Nyamira North Sub County,Nyamira County
FcAZnakVFS5,13598,Happy Clinic (Kebirigo),5,Kiabonyoru Ward,Borabu Sub County,Nyamira County
QWXeBzzgnFf,13599,Happy Magwagwa Clinic,5,Magwagwa Ward,Nyamira North Sub County,Nyamira County
nQpfownNCBk,13614,Igena-Itambe Dispensary,5,Bosamaro Ward,Nyamira Sub County,Nyamira County
kTrvZAjAcnU,13617,Ikonge Dispensary,5,Ekerenyo Ward,Nyamira North Sub County,Nyamira County
gN8hvbR49aC,13660,Kebirigo Mission Health Centre,5,Kiabonyoru Ward,Borabu Sub County,Nyamira County
brSpidcNdoF,16980,Kenyambi Health Centre (Nyamira),5,Bogichora Ward,Nyamira Sub County,Nyamira County
wVKkAhozU17,16280,Kenyerere Health Centre (Nyamira),5,Bonyamatuta Ward,Nyamira Sub County,Nyamira County
KIcB1UkdXXb,13676,Kenyoro Health Centre,5,Itibo Ward,Nyamira North Sub County,Nyamira County
Hl0KZfBiE39,16989,Kiang'inda Health Centre,5,Bosamaro Ward,Nyamira Sub County,Nyamira County
qQBZhGY6Zue,13755,Magwagwa (SDA) Dispensary,5,Magwagwa Ward,Nyamira North Sub County,Nyamira County
fgKTzsc9pph,13756,Magwagwa Health Centre,5,Magwagwa Ward,Nyamira North Sub County,Nyamira County
SWDBkgq9Eqe,13791,Matongo Health Centre,5,Bokeira Ward,Nyamira North Sub County,Nyamira County
IbIpYe5FyiE,13820,Mokomoni Health Centre,5,Kiabonyoru Ward,Borabu Sub County,Nyamira County
FNIEbT5nfml,16982,Mongorisi Health Centre,5,Bogichora Ward,Nyamira Sub County,Nyamira County
kB3a5DNtVlu,13826,Motontera Dispensary,5,Nyamaiya Ward,Nyamira Sub County,Nyamira County
W3iNwb9EMIU,13860,Nyabikomu Dispensary,5,Kiabonyoru Ward,Borabu Sub County,Nyamira County
o8IOlvEXsMe,13894,Nyamaiya Health Centre,5,Nyamaiya Ward,Nyamira Sub County,Nyamira County
HjL1sFQUDS0,13911,Nyamira Adventist Health Centre,5,Township Ward,Nyamira Sub County,Nyamira County
qiryyPJ0w1h,13913,Kinara Hospital,5,Township Ward,Nyamira Sub County,Nyamira County
EKgRy3CAlod,13916,Nyamusi Sub-District Hospital,5,Bokeira Ward,Nyamira North Sub County,Nyamira County
mIhBcu4mJnr,16990,Nyansabakwa Health Centre,5,Nyamaiya Ward,Nyamira Sub County,Nyamira County
sON080cYG4f,13935,Nyansangio Dispensary,5,Nyamaiya Ward,Nyamira Sub County,Nyamira County
KdMmUqXo3ZA,13964,Ogango Health Centre,5,Bogichora Ward,Nyamira Sub County,Nyamira County
grOgz9Y2EUz,13994,Orwaki Dispensary,5,Bokeira Ward,Nyamira North Sub County,Nyamira County
gAm0OAuvKMF,14034,Rangenyo Health Centre,5,Nyamaiya Ward,Nyamira Sub County,Nyamira County
te66tg4yn7z,16981,Riakinaro Health Centre,5,Bonyamatuta Ward,Nyamira Sub County,Nyamira County
YiIhC0XhFIq,14048,Riechieri Health Centre,5,Ekerenyo Ward,Nyamira North Sub County,Nyamira County
BxTg2VumIKb,14053,Riongige Dispensary,5,Bosamaro Ward,Nyamira Sub County,Nyamira County
k1Xa3QbdWWB,14065,Samora Medical Centre,5,Ekerenyo Ward,Nyamira North Sub County,Nyamira County
EVaZiGE2J0b,14122,St Norah's Clinc,5,Kiabonyoru Ward,Borabu Sub County,Nyamira County
fwMQloLWpni,14125,St Ruth Clinic,5,Kiabonyoru Ward,Borabu Sub County,Nyamira County
tU8NI8ktS8x,14146,Tinga Health Centre,5,Bosamaro Ward,Nyamira Sub County,Nyamira County
kVVmxGZKCfA,13526,Chinato Health Centre,5,Nyabasi West Ward,Kuria East Sub County,Migori County
dX5ndMsjIkG,13556,Gairoro Dispensary,5,Ntimaru West Ward,Kuria East Sub County,Migori County
tRNaL67wHjf,13570,Getongoroma Health Centre,5,Nyabasi East Ward,Kuria East Sub County,Migori County
Z2ZDRw5kZ1I,16665,Girigiri Dispensary,5,Nyabasi East Ward,Kuria East Sub County,Migori County
fb6IuqPC7fr,13597,Gwitembe Health Centre,5,Ntimaru West Ward,Kuria East Sub County,Migori County
IrpVWYsIbf2,13601,Health Mountain Hospital,5,Nyabasi West Ward,Kuria East Sub County,Migori County
Vou0bW8kFvq,13659,Kebaroti Dispensary,5,Nyabasi West Ward,Kuria East Sub County,Migori County
NoZjHcIDHGW,13663,Kegonga Sub County Hospital,5,Nyabasi East Ward,Kuria East Sub County,Migori County
x9Jr09a3JDh,13717,Komotobo Mission Health Centre,5,Nyabasi West Ward,Kuria East Sub County,Migori County
SZnkrFoimi2,13723,Kugitimo Health Centre,5,Nyabasi East Ward,Kuria East Sub County,Migori County
rEcRYHUJSF5,13857,Ntimaru Clinic,5,Ntimaru West Ward,Kuria East Sub County,Migori County
xt2lltkTLza,13858,Ntimaru Sub County Hospital,5,Ntimaru West Ward,Kuria East Sub County,Migori County
wF8EXwtaV2q,16666,Nyaitara Dispensary,5,Nyabasi West Ward,Kuria East Sub County,Migori County
ajSVagBWzKi,13910,Nyametembe Dispensary,5,Ntimaru West Ward,Kuria East Sub County,Migori County
v3wsEYGayWb,14079,Siabai Makonge Dispensary,5,Ntimaru East Ward,Kuria East Sub County,Migori County
BpPgiohq9oZ,14143,Taragai Dispensary,5,Ntimaru East Ward,Kuria East Sub County,Migori County
lftjRJLPHQc,16516,Ahadi Medical Clinic,5,Mariakani Ward,Kaloleni Sub County,Kilifi County
DKaqVPRcJST,16185,Bengo Medical Clinic,5,Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County
HI2fO8mdUf2,16184,Bombululu Medical Clinic,5,Kaloleni Ward,Kaloleni Sub County,Kilifi County
HGLQF59nCsF,11266,Bwagamoyo Dispensary,5,Mwawesa Ward,Rabai Sub County,Kilifi County
YoVeKFPle8w,16191,Chalani Dispensary,5,Kaloleni Ward,Kaloleni Sub County,Kilifi County
uapA6mAcfzO,16183,Chalani Medical Clinic,5,Kaloleni Ward,Kaloleni Sub County,Kilifi County
Z4w1CvpUabT,16186,Dagamra Medical Clinic,5,Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County
VXqTYwgQvHx,11392,Giriama Mission Dispensary,5,Kayafungo Ward,Kaloleni Sub County,Kilifi County
K1YU8aOlHWu,11404,Gotani Model Health Centre,5,Kayafungo Ward,Kaloleni Sub County,Kilifi County
kZ1VUENMMCn,11432,Jibana Sub District Hospital,5,Kaloleni Ward,Kaloleni Sub County,Kilifi County
IRRjqfROLNC,16187,Joy Medical Clinic,5,Kambe/Ribe Ward,Rabai Sub County,Kilifi County
vCIs8c3Q975,16192,Kambe Dispensary,5,Kambe/Ribe Ward,Rabai Sub County,Kilifi County
LsGHk5ZhWga,17026,Kambe Medical Clinic (Kikomani),5,Kaloleni Ward,Kaloleni Sub County,Kilifi County
dG747zOU7qb,16182,Khadija Medical Clinic,5,Mwawesa Ward,Rabai Sub County,Kilifi County
h4umoQOV2pq,11481,Kinarani Dispensary,5,Mwanamwinga Ward,Kaloleni Sub County,Kilifi County
JJczCny1gT1,11517,Lenga Dispensary,5,Kambe/Ribe Ward,Rabai Sub County,Kilifi County
AIixfUTBNDE,11529,Mabati Medical Clinic,5,Mariakani Ward,Kaloleni Sub County,Kilifi County
toCFIFoLvvy,11547,Makanzani Dispensary,5,Ruruma Ward,Rabai Sub County,Kilifi County
mITAGtWnWEK,11566,Mariakani Sub County Hospital,5,Mariakani Ward,Kaloleni Sub County,Kilifi County
bwJGf3oNTc0,11225,Mrs -77 Artillery Battallion (Mariakani),5,Mariakani Ward,Kaloleni Sub County,Kilifi County
eMMojDvhND0,11748,Rabai Rural Health Demonstration Centre,5,Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County
UAANSI2ssxg,11756,Ribe Dispensary,5,Kambe/Ribe Ward,Rabai Sub County,Kilifi County
vuTWdCN7s7K,16189,Shangia Dispensary,5,Mariakani Ward,Kaloleni Sub County,Kilifi County
Dpo1W5ZFOY0,11818,St Lukes ( ACK) Nursing Home(Kaloleni),5,Kaloleni Ward,Kaloleni Sub County,Kilifi County
s2g4LbaNE2w,11859,Tsangatsini Dispensary,5,Kayafungo Ward,Kaloleni Sub County,Kilifi County
L7RyWY9v5IH,16181,Union Medical Clinic,5,Ruruma Ward,Rabai Sub County,Kilifi County
iiAqayBXPQh,16190,Vishakani Dispensary,5,Kaloleni Ward,Kaloleni Sub County,Kilifi County
Yb2YWa0VeG5,11215,Amani Family Medical Clinic,5,Dabaso Ward,Kilifi North Sub County,Kilifi County
LGPVNsrp6og,11217,Amani Medical Clinic (Kilifi),5,Mnarani Ward,Kilifi North Sub County,Kilifi County
UvWDhQlknid,11237,Bamba Sub County Hospital,5,Bamba Ward,Ganze Sub County,Kilifi County
E7liN0388Dd,11238,Bamba Maternity Nursing Home,5,Bamba Ward,Ganze Sub County,Kilifi County
w84mh8esInK,11255,Bomani Dispensary,5,Junju Ward,Kilifi South Sub County,Kilifi County
oGBXTwGNwBb,11282,Chasimba Health Centre,5,Chasimba Ward,Kilifi South Sub County,Kilifi County
YfimGH9jLBx,11287,Chizi Medical Clinic,5,Chasimba Ward,Kilifi South Sub County,Kilifi County
ozwn11j2cO0,11288,Roka Medical Clinic (Chumani),5,Matsangoni Ward,Kilifi North Sub County,Kilifi County
uCHPPTPXtBt,11305,Dida Dispensary,5,Sokoke Ward,Ganze Sub County,Kilifi County
HWKmcSTRCuv,11359,Dzikunze Dispensary,5,Sokoke Ward,Ganze Sub County,Kilifi County
IFAiMjg74bu,11360,Dzitsoni Medical Clinic,5,Mnarani Ward,Kilifi North Sub County,Kilifi County
OZzaTu0NyK2,11383,Ganze Health Centre,5,Ganze Ward,Ganze Sub County,Kilifi County
qmoTe9ik1tj,16180,New Heri Medical Centre,5,Tezo Ward,Kilifi North Sub County,Kilifi County
O9iiqr06g3S,11430,Jaribuni Dispensary,5,Jaribuni Ward,Ganze Sub County,Kilifi County
ehWIvgTwDHI,11444,Junju Dispensary,5,Junju Ward,Kilifi South Sub County,Kilifi County
NBK0zdNYfl9,11445,Kadaina Community Dispensary,5,Matsangoni Ward,Kilifi North Sub County,Kilifi County
k1gDvwc81yh,11447,Kadzinuni Dispensary,5,Mnarani Ward,Kilifi North Sub County,Kilifi County
JW0Lexz7zKS,11454,Kanamai Health Care,5,Mtepeni Ward,Kilifi South Sub County,Kilifi County
BDMjYavKpVQ,11470,Kikambala Catholic Medical Clinic,5,Mtepeni Ward,Kilifi South Sub County,Kilifi County
ubZGGEpi9i2,11471,Kikambala Medical Services,5,Mtepeni Ward,Kilifi South Sub County,Kilifi County
HVsXeh7EatU,11474,Kilifi County Hospital,5,Sokoni Ward,Kilifi North Sub County,Kilifi County
ZJRjTjMyv5e,11475,Kilifi Plantation Dispensary,5,Mnarani Ward,Kilifi North Sub County,Kilifi County
MnvM6Wco63N,11487,Kisauni Medical Clinic,5,Sokoni Ward,Kilifi North Sub County,Kilifi County
FYGO2TZZWuq,11493,Kiwandani Dispensary,5,Sokoni Ward,Kilifi North Sub County,Kilifi County
EiHWFXmX21L,11497,Kizingo Health Centre,5,Mwarakaya Ward,Kilifi South Sub County,Kilifi County
zE6egqFdVxy,16178,Kwetu VCT,5,Shimo La Tewa Ward,Kilifi South Sub County,Kilifi County
xfYcuLK2GfY,11528,Maamba Medical Clinic,5,Mtepeni Ward,Kilifi South Sub County,Kilifi County
gNN3hkfq0Ty,11532,Madamani Dispensary,5,Sokoke Ward,Ganze Sub County,Kilifi County
Kpo2c4H1mnx,16179,Maryango Medical Clinic,5,Bamba Ward,Ganze Sub County,Kilifi County
ttGIIqGqFOt,11580,Matsangoni Model Health Centre,5,Matsangoni Ward,Kilifi North Sub County,Kilifi County
WV1wPEDH6et,17021,Menengai Health Care Services,5,Shimo La Tewa Ward,Kilifi South Sub County,Kilifi County
nI5nC5oe8Hd,11606,Michaela Denis Medical Clinic,5,Junju Ward,Kilifi South Sub County,Kilifi County
qMNc3YVyu0P,11609,Midoina Dispensary,5,Bamba Ward,Ganze Sub County,Kilifi County
SiVW1hQB3ft,11617,Rimarapera Dispensary,5,Bamba Ward,Ganze Sub County,Kilifi County
HrjZY2Ikffx,11623,Mission Medical Clinic (Bahari),5,Sokoni Ward,Kilifi North Sub County,Kilifi County
hhKVTn2Ynjl,11653,Muryachakwe Dispensary,5,Sokoke Ward,Ganze Sub County,Kilifi County
NTzu6NwxPed,11659,Msumarini Dispensary,5,Mtepeni Ward,Kilifi South Sub County,Kilifi County
TtnJlW7hgx4,11660,Msumarini Medical Clinic,5,Mtepeni Ward,Kilifi South Sub County,Kilifi County
XH4Hly3VogG,11661,Mt Harmony Clinic,5,Shimo La Tewa Ward,Kilifi South Sub County,Kilifi County
LlZc0y4vQBa,11663,Mtaani Clinic,5,Sokoni Ward,Kilifi North Sub County,Kilifi County
B6rHrU256iw,11666,Mtepeni Dispensary,5,Mtepeni Ward,Kilifi South Sub County,Kilifi County
IBlqC33L7rn,11667,Mtondia Dispensary,5,Tezo Ward,Kilifi North Sub County,Kilifi County
Um0p6ZhwWFP,11668,Mtondia Medical Clinic,5,Tezo Ward,Kilifi North Sub County,Kilifi County
g93vSYftyjR,11672,Mtwapa Health Centre,5,Shimo La Tewa Ward,Kilifi South Sub County,Kilifi County
xO3P9qyihvm,11673,Mtwapa Nursing Home,5,Shimo La Tewa Ward,Kilifi South Sub County,Kilifi County
RpIYGzAWevR,11692,Mwanzo Medical Clinic,5,Shimo La Tewa Ward,Kilifi South Sub County,Kilifi County
GJ4Cd9RXMop,11713,Ngerenya Dispensary,5,Tezo Ward,Kilifi North Sub County,Kilifi County
iJggr2bEfc3,11719,Nuru Health Care Centre,5,Shimo La Tewa Ward,Kilifi South Sub County,Kilifi County
qgE64yhjxkr,11730,Palakumi Dispensary,5,Jaribuni Ward,Ganze Sub County,Kilifi County
R8ixt450ry9,11746,Pwani Medical Centre,5,Sokoni Ward,Kilifi North Sub County,Kilifi County
hFFWfOsBbqK,11755,Rea Vipingo Dispensary,5,Junju Ward,Kilifi South Sub County,Kilifi County
Bq9L3QREUFy,11758,Roka Maweni Dispensary,5,Matsangoni Ward,Kilifi North Sub County,Kilifi County
oBdVZPgL1d9,11802,Sokoke Dispensary,5,Ganze Ward,Ganze Sub County,Kilifi County
ExMIgahrkLG,21917,Havilah Health Care,5,Jaribuni Ward,Ganze Sub County,Kilifi County
hkGIxRAqS3b,11826,St Theresa Dispensary,5,Mwarakaya Ward,Kilifi South Sub County,Kilifi County
WzsvQJLdKJz,11833,Sun N' Sand Medical Clinic,5,Mtepeni Ward,Kilifi South Sub County,Kilifi County
a4s2wKfJc30,11836,Takaungu Dispensary,5,Mnarani Ward,Kilifi North Sub County,Kilifi County
pyG9z3VbFRG,11845,Chamalo Medical Clinic,5,Ganze Ward,Ganze Sub County,Kilifi County
WeOT6kiStqL,11848,Tezo Community Health Care,5,Tezo Ward,Kilifi North Sub County,Kilifi County
BYgI3WuR8gH,11863,Tumaini Medical Cl Dzitsoni,5,Chasimba Ward,Kilifi South Sub County,Kilifi County
cyZgjh7q3A2,11876,Uzima Medical Clinic (Kilifi),5,Matsangoni Ward,Kilifi North Sub County,Kilifi County
hCnhN2p6C9T,11881,Vipingo Rural Demonstration Health Centre,5,Junju Ward,Kilifi South Sub County,Kilifi County
u6txfT5EKDc,11883,Vitengeni Health Centre,5,Sokoke Ward,Ganze Sub County,Kilifi County
cQqFuE7KTTW,11886,Vutakaka Medical Clinic,5,Mnarani Ward,Kilifi North Sub County,Kilifi County
gNujOVxWPWY,11891,Wananchi Nursing Home,5,Sokoni Ward,Kilifi North Sub County,Kilifi County
lmRB0IvtF1n,11912,Oasis Medical Center,5,Shimo La Tewa Ward,Kilifi South Sub County,Kilifi County
rdvu0VThvPb,11196,Adc Danisa Dispensary,5,Adu Ward,Magarini Sub County,Kilifi County
pkKPZUYXl5l,11198,Adu Dispensary,5,Adu Ward,Magarini Sub County,Kilifi County
dzKV0uqrNvA,11200,Afya Bora Medical Clinic (Magarini),5,Adu Ward,Magarini Sub County,Kilifi County
qxwSps0OMzP,11236,Hakuna Matata Medical Clinic,5,Shella Ward,Malindi Sub County,Kilifi County
RrxywQuOoio,11244,Baolala Dispensary,5,Jilore Ward,Malindi Sub County,Kilifi County
OGia3FphS8p,11248,Baricho Dispensary,5,Garashi Ward,Magarini Sub County,Kilifi County
iKAnCP0fHW9,11256,Bombi Dispensary,5,Adu Ward,Magarini Sub County,Kilifi County
SLGEop85px5,11276,Chakama Dispensary,5,Adu Ward,Magarini Sub County,Kilifi County
gWOJcwZe4Jx,20308,Chamari Dispensary,5,Marafa Ward,Magarini Sub County,Kilifi County
HMdPpjYqCI4,11286,Chimbiriro Medical Clinic,5,Gongoni Ward,Magarini Sub County,Kilifi County
MBbMKKGM2wv,11293,Cowdray Dispensary,5,Watamu Ward,Kilifi North Sub County,Kilifi County
eqnv3W3wuKp,11297,Dagamra Dispensary,5,Garashi Ward,Magarini Sub County,Kilifi County
V67GPYDqpev,11347,Surgery Clinic,5,Malindi Town Ward,Malindi Sub County,Kilifi County
yNcRuw6Qs2U,11358,Dr Yunus Clinic (Maimoon),5,Sabaki Ward,Magarini Sub County,Kilifi County
qS4uqSFF9dW,11362,Ebenezer Medical Clinic (Malindi),5,Malindi Town Ward,Malindi Sub County,Kilifi County
Lm8o853knxl,11379,Fundi Issa Dispensary,5,Gongoni Ward,Magarini Sub County,Kilifi County
uApzQdVcBRc,11380,Gahaleni Dispensary,5,Ganda Ward,Malindi Sub County,Kilifi County
LcbKtIpSxFP,11382,Ganda Dispensary,5,Ganda Ward,Malindi Sub County,Kilifi County
SqO6tJoEOCP,11384,Garashi Dispensary,5,Garashi Ward,Magarini Sub County,Kilifi County
FkB4lcoQfnz,11387,Gede Health Centre,5,Dabaso Ward,Kilifi North Sub County,Kilifi County
GYMWyNreugZ,11388,Gede Medical Clinic,5,Dabaso Ward,Kilifi North Sub County,Kilifi County
yfk4umSvayX,11394,Magarini GK Prison Dispensary,5,Sabaki Ward,Magarini Sub County,Kilifi County
RSwmI3Lbgne,18308,Magarini GK Prison Dispensary,5,Sabaki Ward,Magarini Sub County,Kilifi County
hRvE0UfQ1LZ,11401,Gongoni Health Centre,5,Gongoni Ward,Magarini Sub County,Kilifi County
q5FQ3AIpXih,11402,Gongoni Medical Clinic,5,Gongoni Ward,Magarini Sub County,Kilifi County
rJOlfvxsvew,11320,Dr Dosajee Clinic,5,Malindi Town Ward,Malindi Sub County,Kilifi County
stxUqtwaIkB,11424,Jambo Clinic,5,Malindi Town Ward,Malindi Sub County,Kilifi County
zaTjgZjfqxe,11433,Jilore Dispensary,5,Jilore Ward,Malindi Sub County,Kilifi County
ZNYPhRxeNRt,11452,Kakoneni Dispensary,5,Jilore Ward,Malindi Sub County,Kilifi County
sS95RyqYQ0d,11453,Kakuyuni Dispensary (Malindi),5,Kakuyuni Ward,Malindi Sub County,Kilifi County
kfFvWDEO0vg,11506,Ndomo Medical Clinic,5,Sabaki Ward,Magarini Sub County,Kilifi County
FIiiK5Pf5XV,11514,Nawaco Clinic,5,Jilore Ward,Malindi Sub County,Kilifi County
RELmuAM0tcj,11534,Madunguni Dispensary,5,Kakuyuni Ward,Malindi Sub County,Kilifi County
XU6zOXTxVWT,11535,Madunguni Medical Clinic,5,Kakuyuni Ward,Malindi Sub County,Kilifi County
LjfagSqlgXT,11556,Malindi Care Services Limited,5,Malindi Town Ward,Malindi Sub County,Kilifi County
Ih32Pc3gAV3,11557,Malindi Sea Breeze,5,Shella Ward,Malindi Sub County,Kilifi County
kKVNAgtxsgI,11562,Marafa Health Centre,5,Marafa Ward,Magarini Sub County,Kilifi County
bJrEIOEmEeH,11632,David Kariuki Medical Centre (Mkuyuni),5,Shella Ward,Malindi Sub County,Kilifi County
NLPIGCegMiE,11664,Mtangani Medical Clinic,5,Malindi Town Ward,Malindi Sub County,Kilifi County
O9PNND2iTpX,24044,Mzalendo Medical Clinic,5,Malindi Town Ward,Malindi Sub County,Kilifi County
i091Ei10XBM,11677,Muyeye Health Centre (Municipal),5,Shella Ward,Malindi Sub County,Kilifi County
REPP2SE4vuR,11678,Muyeye Medical Clinic,5,Shella Ward,Malindi Sub County,Kilifi County
fMaHgOPyJr9,11689,Mwangatini Dispensary,5,Magarini Ward,Magarini Sub County,Kilifi County
z8M4niaKehi,16523,Mwavizi Medical Clinic,5,Sabaki Ward,Magarini Sub County,Kilifi County
HpNKXuX3c1n,11696,Mwawesa Medical Clinic,5,Malindi Town Ward,Malindi Sub County,Kilifi County
GZHU9Vaha7o,11698,Mwichens Medical Clinic,5,Malindi Town Ward,Malindi Sub County,Kilifi County
RgJwLfgqTLM,11707,Neema Medical Clinic (Magarini),5,Sabaki Ward,Magarini Sub County,Kilifi County
QO0aBp9JWPI,11715,Ngomeni Health Centre (Magarini),5,Gongoni Ward,Magarini Sub County,Kilifi County
rnPrhdHRGl3,11751,Fredie Msena Community Health Centre,5,Sabaki Ward,Magarini Sub County,Kilifi County
Pwi6zyxe34a,11759,Royal Health Care,5,Shella Ward,Malindi Sub County,Kilifi County
