orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitid,organisationunitname_pos,organisationunitcode_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,orgunitlevel1_tst,orgunitlevel2_tst,orgunitlevel3_tst,orgunitlevel4_tst,orgunitlevel5_tst,organisationunitname_tst,organisationunitcode_tst,organisationunitdescription,dataid_tst,dataname_tst,datacode_tst,Total_tst,difference
Kenya,Kericho County,Bureti Sub County,Kapkatet Ward,Kapkatet Sub County Hospital,GOhRziVaDUw,Kapkatet Sub County Hospital,14706,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,47,Kenya,Kericho County,Bureti Sub County,Kapkatet Ward,Kapkatet Sub County Hospital,Kapkatet Sub County Hospital,14706,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,27,-20
Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,GOxptySBE5j,Riruta Hospital,13165,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,107,Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,Riruta Hospital,13165,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,28,-79
Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,GOxptySBE5j,Riruta Hospital,13165,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,107,Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,Riruta Hospital,13165,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,26,-81
Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,GOxptySBE5j,Riruta Hospital,13165,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,107,Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,Riruta Hospital,13165,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,61,-46
Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,GOxptySBE5j,Riruta Hospital,13165,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,60,Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,Riruta Hospital,13165,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,28,-32
Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,GOxptySBE5j,Riruta Hospital,13165,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,60,Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,Riruta Hospital,13165,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,26,-34
Kenya,Machakos County,Yatta Sub County,Katangi Ward,Katangi Health Centre,GPXXnUS62UB,Katangi Health Centre,12215,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,22,Kenya,Machakos County,Yatta Sub County,Katangi Ward,Katangi Health Centre,Katangi Health Centre,12215,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,12,-10
Kenya,Machakos County,Yatta Sub County,Katangi Ward,Katangi Health Centre,GPXXnUS62UB,Katangi Health Centre,12215,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,22,Kenya,Machakos County,Yatta Sub County,Katangi Ward,Katangi Health Centre,Katangi Health Centre,12215,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,21,-1
Kenya,Kwale County,Samburu Sub County,Chengoni/Samburu Ward,Samburu Sub County Hospital,GRZc4EZ9PuV,Samburu Sub County Hospital,11768,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,29,Kenya,Kwale County,Samburu Sub County,Chengoni/Samburu Ward,Samburu Sub County Hospital,Samburu Sub County Hospital,11768,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,17,-12
Kenya,Kwale County,Samburu Sub County,Chengoni/Samburu Ward,Samburu Sub County Hospital,GRZc4EZ9PuV,Samburu Sub County Hospital,11768,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,29,Kenya,Kwale County,Samburu Sub County,Chengoni/Samburu Ward,Samburu Sub County Hospital,Samburu Sub County Hospital,11768,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,24,-5
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,24,Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,Matata Nursing Hospital,13789,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,10,-14
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,24,Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,Matata Nursing Hospital,13789,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,17,-7
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,16,Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,Matata Nursing Hospital,13789,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,10,-6
Kenya,West Pokot County,West Pokot Sub County,Mnagei Ward,Jamii Bora Clinical Services,GTJNpcbLvBn,Jamii Bora Clinical Services,14590,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5,Kenya,West Pokot County,West Pokot Sub County,Mnagei Ward,Jamii Bora Clinical Services,Jamii Bora Clinical Services,14590,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,3,-2
Kenya,West Pokot County,West Pokot Sub County,Mnagei Ward,Jamii Bora Clinical Services,GTJNpcbLvBn,Jamii Bora Clinical Services,14590,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5,Kenya,West Pokot County,West Pokot Sub County,Mnagei Ward,Jamii Bora Clinical Services,Jamii Bora Clinical Services,14590,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-4
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,GWyiedUwAyx,Itiati Dispensary,10360,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,Itiati Dispensary,10360,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,3,-1
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,GWyiedUwAyx,Itiati Dispensary,10360,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,Itiati Dispensary,10360,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,3,-2
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,GWyiedUwAyx,Itiati Dispensary,10360,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,Itiati Dispensary,10360,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-1
Kenya,Nairobi County,Embakasi Central Sub County,Komarock Ward,Phadam Hospital Nasra,GXjd4TP2jdN,Phadam Hospital Nasra,24014,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Nairobi County,Embakasi Central Sub County,Komarock Ward,Phadam Hospital Nasra,Phadam Hospital Nasra,24014,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-5
Kenya,Nairobi County,Embakasi Central Sub County,Komarock Ward,Phadam Hospital Nasra,GXjd4TP2jdN,Phadam Hospital Nasra,24014,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Nairobi County,Embakasi Central Sub County,Komarock Ward,Phadam Hospital Nasra,Phadam Hospital Nasra,24014,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,5,-2
Kenya,Nairobi County,Embakasi Central Sub County,Komarock Ward,Phadam Hospital Nasra,GXjd4TP2jdN,Phadam Hospital Nasra,24014,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4,Kenya,Nairobi County,Embakasi Central Sub County,Komarock Ward,Phadam Hospital Nasra,Phadam Hospital Nasra,24014,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-2
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Ray of Hope Health Centre,GYeXCtw2Jji,Ray of Hope Health Centre,13159,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Ray of Hope Health Centre,Ray of Hope Health Centre,13159,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,1,-1
Kenya,Makueni County,Kibwezi East Sub County,Thange Ward,Kyaani Health Centre,GYpkt5mH9n6,Kyaani Health Centre,12402,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Makueni County,Kibwezi East Sub County,Thange Ward,Kyaani Health Centre,Kyaani Health Centre,12402,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-1
Kenya,Makueni County,Kibwezi East Sub County,Thange Ward,Kyaani Health Centre,GYpkt5mH9n6,Kyaani Health Centre,12402,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2,Kenya,Makueni County,Kibwezi East Sub County,Thange Ward,Kyaani Health Centre,Kyaani Health Centre,12402,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-1
Kenya,Tharaka Nithi County,Mwimbi Sub County,Mwimbi Ward,Kieni Model Health Centre (Maara),GaO6Sb8DwmG,Kieni Model Health Centre (Maara),12295,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Tharaka Nithi County,Mwimbi Sub County,Mwimbi Ward,Kieni Model Health Centre (Maara),Kieni Model Health Centre (Maara),12295,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,2,-2
Kenya,Tharaka Nithi County,Mwimbi Sub County,Mwimbi Ward,Kieni Model Health Centre (Maara),GaO6Sb8DwmG,Kieni Model Health Centre (Maara),12295,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Tharaka Nithi County,Mwimbi Sub County,Mwimbi Ward,Kieni Model Health Centre (Maara),Kieni Model Health Centre (Maara),12295,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-2
Kenya,Tharaka Nithi County,Mwimbi Sub County,Mwimbi Ward,Kieni Model Health Centre (Maara),GaO6Sb8DwmG,Kieni Model Health Centre (Maara),12295,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4,Kenya,Tharaka Nithi County,Mwimbi Sub County,Mwimbi Ward,Kieni Model Health Centre (Maara),Kieni Model Health Centre (Maara),12295,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,2,-2
Kenya,Tharaka Nithi County,Mwimbi Sub County,Mwimbi Ward,Kieni Model Health Centre (Maara),GaO6Sb8DwmG,Kieni Model Health Centre (Maara),12295,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4,Kenya,Tharaka Nithi County,Mwimbi Sub County,Mwimbi Ward,Kieni Model Health Centre (Maara),Kieni Model Health Centre (Maara),12295,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-2
Kenya,Marsabit County,North Horr Sub County,North Horr Ward,North Horr Health Centre,GaTME9yPkIr,North Horr Health Centre,12668,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1,Kenya,Marsabit County,North Horr Sub County,North Horr Ward,North Horr Health Centre,North Horr Health Centre,12668,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,0,-1
Kenya,Bungoma County,Bumula Sub County,Bumula Ward,Bumula Sub County Hospital,Gci6fQrejup,Bumula Sub County Hospital,15825,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,25,Kenya,Bungoma County,Bumula Sub County,Bumula Ward,Bumula Sub County Hospital,Bumula Sub County Hospital,15825,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,16,-9
Kenya,Bungoma County,Bumula Sub County,Bumula Ward,Bumula Sub County Hospital,Gci6fQrejup,Bumula Sub County Hospital,15825,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,25,Kenya,Bungoma County,Bumula Sub County,Bumula Ward,Bumula Sub County Hospital,Bumula Sub County Hospital,15825,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,22,-3
Kenya,Muranga County,Kigumo Sub County,Kigumo Ward,Kigumo Sub County Hospital (Muranga South),GdJBEHyjtcF,Kigumo Sub County Hospital (Muranga South),10588,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,20,Kenya,Muranga County,Kigumo Sub County,Kigumo Ward,Kigumo Sub County Hospital (Muranga South),Kigumo Sub County Hospital (Muranga South),10588,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,5,-15
Kenya,Muranga County,Kigumo Sub County,Kigumo Ward,Kigumo Sub County Hospital (Muranga South),GdJBEHyjtcF,Kigumo Sub County Hospital (Muranga South),10588,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,20,Kenya,Muranga County,Kigumo Sub County,Kigumo Ward,Kigumo Sub County Hospital (Muranga South),Kigumo Sub County Hospital (Muranga South),10588,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,17,-3
Kenya,Muranga County,Kigumo Sub County,Kigumo Ward,Kigumo Sub County Hospital (Muranga South),GdJBEHyjtcF,Kigumo Sub County Hospital (Muranga South),10588,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,19,Kenya,Muranga County,Kigumo Sub County,Kigumo Ward,Kigumo Sub County Hospital (Muranga South),Kigumo Sub County Hospital (Muranga South),10588,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,5,-14
Kenya,Muranga County,Kigumo Sub County,Kigumo Ward,Kigumo Sub County Hospital (Muranga South),GdJBEHyjtcF,Kigumo Sub County Hospital (Muranga South),10588,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,19,Kenya,Muranga County,Kigumo Sub County,Kigumo Ward,Kigumo Sub County Hospital (Muranga South),Kigumo Sub County Hospital (Muranga South),10588,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,17,-2
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Kyondoni Dispensary (Kivaa),Ge8PAjIoSzV,Kyondoni Dispensary (Kivaa),12418,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Kyondoni Dispensary (Kivaa),Kyondoni Dispensary (Kivaa),12418,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-2
Kenya,Tharaka Nithi County,Igambangombe Sub County,Mariani Ward,Kaanwa Dispensary,GeQ8joSYNcm,Kaanwa Dispensary,12119,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Tharaka Nithi County,Igambangombe Sub County,Mariani Ward,Kaanwa Dispensary,Kaanwa Dispensary,12119,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,5,-4
Kenya,Tharaka Nithi County,Igambangombe Sub County,Mariani Ward,Kaanwa Dispensary,GeQ8joSYNcm,Kaanwa Dispensary,12119,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Tharaka Nithi County,Igambangombe Sub County,Mariani Ward,Kaanwa Dispensary,Kaanwa Dispensary,12119,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,3,-6
Kenya,Tharaka Nithi County,Igambangombe Sub County,Mariani Ward,Kaanwa Dispensary,GeQ8joSYNcm,Kaanwa Dispensary,12119,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Tharaka Nithi County,Igambangombe Sub County,Mariani Ward,Kaanwa Dispensary,Kaanwa Dispensary,12119,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,3,-2
Kenya,Nyamira County,Manga Sub County,Kamera Ward,Holsoms Nursing Home,GfEJptgFb4q,Holsoms Nursing Home,22795,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1,Kenya,Nyamira County,Manga Sub County,Kamera Ward,Holsoms Nursing Home,Holsoms Nursing Home,22795,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-1
Kenya,Nyamira County,Manga Sub County,Kamera Ward,Holsoms Nursing Home,GfEJptgFb4q,Holsoms Nursing Home,22795,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Nyamira County,Manga Sub County,Kamera Ward,Holsoms Nursing Home,Holsoms Nursing Home,22795,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-4
Kenya,Nyamira County,Manga Sub County,Kamera Ward,Holsoms Nursing Home,GfEJptgFb4q,Holsoms Nursing Home,22795,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2,Kenya,Nyamira County,Manga Sub County,Kamera Ward,Holsoms Nursing Home,Holsoms Nursing Home,22795,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-2
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Mijomboni Dispensary,Ght4C4o0gse,Mijomboni Dispensary,11610,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1,Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Mijomboni Dispensary,Mijomboni Dispensary,11610,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-1
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Mijomboni Dispensary,Ght4C4o0gse,Mijomboni Dispensary,11610,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1,Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Mijomboni Dispensary,Mijomboni Dispensary,11610,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-1
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Mijomboni Dispensary,Ght4C4o0gse,Mijomboni Dispensary,11610,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Mijomboni Dispensary,Mijomboni Dispensary,11610,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-3
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Mijomboni Dispensary,Ght4C4o0gse,Mijomboni Dispensary,11610,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Mijomboni Dispensary,Mijomboni Dispensary,11610,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-1
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Mijomboni Dispensary,Ght4C4o0gse,Mijomboni Dispensary,11610,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2,Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Mijomboni Dispensary,Mijomboni Dispensary,11610,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-2
Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Gk01HeIfjsg,Sondu sub county Hospital,14096,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,10,Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Sondu sub county Hospital,14096,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,6,-4
Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Gk01HeIfjsg,Sondu sub county Hospital,14096,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,17,Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Sondu sub county Hospital,14096,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,6,-11
Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Gk01HeIfjsg,Sondu sub county Hospital,14096,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,17,Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Sondu sub county Hospital,14096,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,12,-5
Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Gk01HeIfjsg,Sondu sub county Hospital,14096,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,11,Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Sondu sub county Hospital,14096,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,6,-5
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,River Jordan Medical Centre,Gl0xhiCjGFq,River Jordan Medical Centre,22279,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,River Jordan Medical Centre,River Jordan Medical Centre,22279,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,7,-2
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,River Jordan Medical Centre,Gl0xhiCjGFq,River Jordan Medical Centre,22279,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,River Jordan Medical Centre,River Jordan Medical Centre,22279,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-8
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,River Jordan Medical Centre,Gl0xhiCjGFq,River Jordan Medical Centre,22279,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,River Jordan Medical Centre,River Jordan Medical Centre,22279,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-5
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,River Jordan Medical Centre,Gl0xhiCjGFq,River Jordan Medical Centre,22279,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,River Jordan Medical Centre,River Jordan Medical Centre,22279,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-2
Kenya,Muranga County,Kangema Sub County,Rwathia Ward,Kihoya Dispensary,GlfOQsvAHM3,Kihoya Dispensary,10594,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Muranga County,Kangema Sub County,Rwathia Ward,Kihoya Dispensary,Kihoya Dispensary,10594,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,4,-3
Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Nazareth Hospital (Ruiru),GmnUAmcCmsV,Nazareth Hospital (Ruiru),17490,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,4,Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Nazareth Hospital (Ruiru),Nazareth Hospital (Ruiru),17490,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,3,-1
Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Nazareth Hospital (Ruiru),GmnUAmcCmsV,Nazareth Hospital (Ruiru),17490,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,4,Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Nazareth Hospital (Ruiru),Nazareth Hospital (Ruiru),17490,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-2
Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Nazareth Hospital (Ruiru),GmnUAmcCmsV,Nazareth Hospital (Ruiru),17490,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,22,Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Nazareth Hospital (Ruiru),Nazareth Hospital (Ruiru),17490,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,3,-19
Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Nazareth Hospital (Ruiru),GmnUAmcCmsV,Nazareth Hospital (Ruiru),17490,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,22,Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Nazareth Hospital (Ruiru),Nazareth Hospital (Ruiru),17490,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-20
