organisationunitid,orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitname_pos,organisationunitcode_pos,organisationunitdescription_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,difference
rGIiGfPUc5P,Kenya,Kakamega County,Lurambi Sub County,Butsotso East Ward,Emukaba Dispensary,Emukaba Dispensary,20039,Kakamega malava route turn left after Bishopstam to emukaba market,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,154.0
uShUZhhFGa4,Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Emung'abo Dispensary,Emung'abo Dispensary,25506,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,61.0
eMNKy1TqKrE,Kenya,Kajiado County,Kajiado Central Sub County,Matapato North Ward,Emurua Dikir Dispensary,Emurua Dikir Dispensary,14451,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,80.0
KI0xDaiHbXY,Kenya,Narok County,Transmara East Sub County,Ilkerin Ward,Emurua Dikirr Health Centre,Emurua Dikirr Health Centre,14452,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,878.0
UgJPzSFxXX4,Kenya,Vihiga County,Luanda Sub County,Wemilabi Ward,Emusenjeli Dispensary,Emusenjeli Dispensary,15878,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,63.0
bdcsVP2hS8A,Kenya,Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Emusire Sub County Hospital,Emusire Sub County Hospital,16979,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,380.0
guZb4if7tPO,Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Emutsesa Health Centre,Emutsesa Health Centre,16055,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,113.0
O45G8iPdPLI,Kenya,Embu County,Runyenjes Sub County,Kagaari South Ward,Ena Dispensary,Ena Dispensary,12007,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,155.0
PnwtJbax3ac,Kenya,Narok County,Narok North Sub County,Olorropil Ward,Enabelbel Health Centre,Enabelbel Health Centre,14453,along Narok Nakuru road,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,476.0
XfmSS60inz3,Kenya,Narok County,Narok North Sub County,Melili Ward,Enaibor Ajijik Dispensary,Enaibor Ajijik Dispensary,14454,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,88.0
I4AiM5QGOvq,Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,Endarasha Rural Health Centre,10170,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,393.0
wDMlEPzlByw,Kenya,Kitui County,Kitui East Sub County,Endau/Malalani Ward,Endau Dispensary,Endau Dispensary,12008,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,164.0
CwoN2my0ByS,Kenya,Trans Nzoia County,Endebess Sub County,Endebess Ward,Endebess Sub- County Hospital,Endebess Sub- County Hospital,14455,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,854.0
ZQT01wKQqiS,Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Endiba Health Centre,Endiba Health Centre,13544,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,105.0
BNXyZeSKTLr,Kenya,Kajiado County,Kajiado West Sub County,Keekonyokie Ward,Enduata Olorropil Dispensary,Enduata Olorropil Dispensary,29899,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,3.0
nYTmWl5oHq3,Kenya,Narok County,Narok North Sub County,Melili Ward,Enesampulai Dispensary,Enesampulai Dispensary,17221,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,73.0
UzyDMLPCc1K,Kenya,Nakuru County,Nakuru North Sub County,Kiamaina Ward,Engashura Health Centre,Engashura Health Centre,14458,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,725.0
fS76SN2mDYs,Kenya,Nyandarua County,Kinangop Sub County,Gathara Ward,Engineer County Hospital,Engineer County Hospital,10171,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,10.0,1173.0
pVsn7nkMvBE,Kenya,Narok County,Transmara West Sub County,Lolgorian Ward,Engos Health Centre Africa Mission Services,Engos Health Centre Africa Mission Services,17910,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,12.0,813.0
gYOZ3AWlmxb,Kenya,Kajiado County,Loitokitok Sub County,Entonet/Lenkism Ward,Enkongu Narok Dispensary,Enkongu Narok Dispensary,17813,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,53.0
d96sBCgxXJv,Kenya,Kajiado County,Kajiado Central Sub County,Dalalekutuk Ward,Enkorika Health Centre,Enkorika Health Centre,14463,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,67.0
s4k4wYOsVLa,Kenya,Narok County,Transmara West Sub County,Keyian Ward,Enoosaen Health Centre,Enoosaen Health Centre,14465,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,624.0
iSy25qMJVuC,Kenya,Narok County,Narok East Sub County,Ildamat Ward,Enooseyia Dispensary,Enooseyia Dispensary,21130,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,81.0
EXKcBdOos7W,Kenya,Kisii County,Kitutu Chache North Sub County,Monyerero Ward,Entanda Health Centre,Entanda Health Centre,13545,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,361.0
coUfCZcj3eN,Kenya,Kisii County,Bonchari Sub County,Bomariba Ward,Entanke Dispensary,Entanke Dispensary,16424,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,84.0
iOaejculBnN,Kenya,Kajiado County,Loitokitok Sub County,Rombo Ward,Entarara Health Centre,Entarara Health Centre,14467,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,370.0
zB3p8XXnfaC,Kenya,Narok County,Narok South Sub County,Loita Ward,Entasekera Health Centre,Entasekera Health Centre,14479,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,281.0
lC6sEfdURfO,Kenya,Kajiado County,Kajiado West Sub County,Magadi Ward,Entasopia Health Centre,Entasopia Health Centre,14469,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,376.0
jjD5gZecLeI,Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Equity Afia Clinic (Buruburu),Equity Afia Clinic (Buruburu),22084,Operational,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,54.0
ue7QvwrDLLL,Kenya,Narok County,Narok South Sub County,Ololulung'a Ward,Ereteti Dispensary (Narok South),Ereteti Dispensary (Narok South),17925,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,24.0
ErFV1YEIv4l,Kenya,Narok County,Narok North Sub County,Melili Ward,Erusiai Dispensary,Erusiai Dispensary,24963,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,81.0
YFxkxX3dyJ0,Kenya,Nyamira County,Masaba North Sub County,Gesima Ward,Esani Sub-District Hospital,Esani Sub-District Hospital,13548,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,308.0
WKpi4HTOfa6,Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshiabwali Health Centre,Eshiabwali Health Centre,19899,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,140.0
b0dYs7Od6bO,Kenya,Kakamega County,Butere Sub County,Marama South Ward,Eshibembe Health Centre,Eshibembe Health Centre,24686,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,76.0
e5jvA8P3nmJ,Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshibinga Health Centre,Eshibinga Health Centre,21788,operational,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,62.0
rEKNga4CgFK,Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Eshikhuyu Dispensary,Eshikhuyu Dispensary,15882,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,79.0
hVOEvLLuWx6,Kenya,Kakamega County,Butere Sub County,Marama North Ward,Eshimukoko Health Centre,Eshimukoko Health Centre,16114,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,122.0
NmyQ8MdVjQY,Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Eshinamwenyuli Health Centre,Eshinamwenyuli Health Centre,25833,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,54.0
dAnPb1AZoKy,Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshinutsa Health Centre,Eshinutsa Health Centre,16115,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,185.0
hUDoz9oxecE,Kenya,Kakamega County,Navakholo Sub County,Shinoyi-shikomari-esumeiya Ward,Eshiongo Dispensary,Eshiongo Dispensary,15883,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,267.0
a9OHUtkxjO8,Kenya,Kwale County,Msambweni Sub County,Ramisi Ward,Eshu Dispensary,Eshu Dispensary,11368,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,123.0
fs0p5MurBkl,Kenya,Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Esiarambatsi Health Centre,Esiarambatsi Health Centre,15885,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,225.0
kH3yXjFQi6C,Kenya,Busia County,Matayos Sub County,Bukhayo West Ward,Esikulu Dispensary,Esikulu Dispensary,20171,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,130.0
C5KZymXADHN,Kenya,Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Esirulo Dispensary,Esirulo Dispensary,25340,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,64.0
U5I4KH0Th5P,Kenya,Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Essaba Dispensary,Essaba Dispensary,25286,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,69.0
FHYf7mQFpOT,Kenya,Kisii County,South Mugirango Sub County,Borabu/Chitago Ward,Etago Sub-county Hospital,Etago Sub-county Hospital,13550,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,436.0
u5q6JCLA4SL,Kenya,Narok County,Narok South Sub County,Maji Moto/Naroosura Ward,Ewaso Ngiro Health Centre,Ewaso Ngiro Health Centre,14485,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,646.0
xxV4wmw5vPj,Kenya,Kajiado County,Kajiado West Sub County,Ewuaso Oo Nkidong'i Ward,Ewuaso Kedong Health Centre,Ewuaso Kedong Health Centre,14486,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,669.0
gMmgEY1hq3W,Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Faith Nursing Home (Ikutha),Faith Nursing Home (Ikutha),12013,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,126.0
Fzwvhn805YI,Kenya,Meru County,Imenti North Sub County,Municipality Ward,Family Care Medical Centre (Meru),Family Care Medical Centre (Meru),12015,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,87.0
j1cuuNQ8Ij7,Kenya,Kajiado County,Kajiado North Sub County,Nkaimurunya Ward,Fatima Maternity Hospital,Fatima Maternity Hospital,14494,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,516.0
obZQ6vqwYzN,Kenya,Nakuru County,Nakuru West Sub County,London Ward,Fitc Dispensary,Fitc Dispensary,14498,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,691.0
BlfBnS88vK8,Kenya,Nakuru County,Naivasha Sub County,Olkaria Ward,Flamingo Medical Centre,Flamingo Medical Centre,14551,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,174.0
nPUGVm6SU9s,Kenya,Elgeyo Marakwet County,Keiyo South Sub County,Chepkorio Ward,Flax Dispensary,Flax Dispensary,14499,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,468.0
Lv3KS98BE3H,Kenya,Elgeyo Marakwet County,Keiyo South Sub County,Soy South Ward,Fluorspar Health Centre,Fluorspar Health Centre,14500,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,140.0
Q9N0D3AoEOJ,Kenya,Kericho County,Kipkelion West Sub County,Chilchila Ward,Forttenan Sub County Hospital,Forttenan Sub County Hospital,14501,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,1014.0
rvY6Idb4l9H,Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,Fremo Medical Centre,18612,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,379.0
r9V2xNY8rTa,Kenya,Kisii County,Nyaribari Masaba Sub County,Gesusu Ward,Friends Kiamokama Dispensary,Friends Kiamokama Dispensary,22635,Friends Kiamokama Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,35.0
NhqbIqtewwY,Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Future Life Dispensary,Future Life Dispensary,17522,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,97.0
xffm6sXHd1I,Kenya,Kiambu County,Gatundu South Sub County,Kiganjo Ward,Gachika Dispensary,Gachika Dispensary,10195,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,133.0
lHuuAQl16rT,Kenya,Kiambu County,Juja Sub County,Juja Ward,Gachororo Health Centre,Gachororo Health Centre,18608,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,1646.0
tCDh3rEYIVj,Kenya,Embu County,Mbeere South Sub County,Mbeti South Ward,Gachuriri Dispensary,Gachuriri Dispensary,12023,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,165.0
eKeevmjKeuN,Kenya,Tharaka Nithi County,Tharaka North Sub County,Mukothima Ward,Gaciongo Dispensary,Gaciongo Dispensary,12024,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,88.0
hEPhBcKBF6Y,Kenya,Isiolo County,Garbatulla Sub County,Garba Tulla Ward,Gafarsa Health Centre,Gafarsa Health Centre,12025,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,94.0
uApzQdVcBRc,Kenya,Kilifi County,Malindi Sub County,Ganda Ward,Gahaleni Dispensary,Gahaleni Dispensary,11380,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,201.0
N77UkGoiY0M,Kenya,Kiambu County,Gatundu North Sub County,Githobokoni Ward,Gakoe Health Centre,Gakoe Health Centre,10202,Minstry of Health,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,101.0
ZAh3Z32unZx,Kenya,Meru County,Imenti North Sub County,Ntima East Ward,Gakoromone Dispensary,Gakoromone Dispensary,12027,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,362.0
IySCUcTUhjm,Kenya,Trans Nzoia County,Kiminini Sub County,Hospital Ward,Galilee Hospital,Galilee Hospital,22065,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,108.0
LcbKtIpSxFP,Kenya,Kilifi County,Malindi Sub County,Ganda Ward,Ganda Dispensary,Ganda Dispensary,11382,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,596.0
OZzaTu0NyK2,Kenya,Kilifi County,Ganze Sub County,Ganze Ward,Ganze Health Centre,Ganze Health Centre,11383,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,439.0
eOwcPUHIpgE,Kenya,Garissa County,Garissa Sub County,Waberi Ward,Garissa Level 5 Teaching and Referral Hospital,Garissa Level 5 Teaching and Referral Hospital,13346,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,2384.0
omgVSPJzHLT,Kenya,Kajiado County,Kajiado North Sub County,Nkaimurunya Ward,Gataka Dispensary,Gataka Dispensary,25961,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,237.0
JfanPlPxNKE,Kenya,Embu County,Mwea Sub County,Mwea Ward,Gategi Health Centre,Gategi Health Centre,16463,Health centre,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,168.0
QSBdWpfSrPb,Kenya,Nyeri County,Mathira East Sub County,Magutu Ward,Gatei Dispensary,Gatei Dispensary,10210,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,154.0
fdkiZWf9Moi,Kenya,Kiambu County,Thika Town Sub County,Kamenu Ward,Gates of Hope Family Healthcare,Gates of Hope Family Healthcare,22912,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,0.0
ZcNH8iNquIL,Kenya,Kirinyaga County,Kirinyaga West Sub County,Mukure Ward,Gathambi Health Centre,Gathambi Health Centre,10213,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,178.0
wOcT7C4Gqzh,Kenya,Kiambu County,Kiambaa Sub County,Muchatha Ward,Gathanga Health Centre,Gathanga Health Centre,10214,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,157.0
PSEIjVWiDf1,Kenya,Kiambu County,Githunguri Sub County,Githiga Ward,Gathangari Dispensary,Gathangari Dispensary,19965,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,48.0
ehpr8xAbdML,Kenya,Kirinyaga County,Kirinyaga South Sub County,Gathigiriri Ward,Gathigiriri Health Centre,Gathigiriri Health Centre,10217,Near GK prisons Gathigiriri,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,318.0
AagM6cS5ef7,Kenya,Meru County,Imenti Central Sub County,Abothuguchi Central Ward,Gatimbi Health Centre,Gatimbi Health Centre,12031,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,524.0
RPNI2yciVPb,Kenya,Nyandarua County,Oljoroorok Sub County,Gatimu Ward,Gatimu Health Centre,Gatimu Health Centre,18781,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,349.0
WWGEdn2AVku,Kenya,Nairobi County,Dagoretti North Sub County,Gatina Ward,Gatina Dispensary(Dagoretti),Gatina Dispensary(Dagoretti),27196,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,21.0,1073.0
IXiFtNKHo5f,Kenya,Kirinyaga County,Kirinyaga West Sub County,Kiine Ward,Gatithi Dispensary,Gatithi Dispensary,10221,off Sagana/Karatina highway,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,136.0
h1ZhIZUH0Vp,Kenya,Nyeri County,Nyeri Central Sub County,Gatitu/Muruguru Ward,Gatitu Dispensary,Gatitu Dispensary,10222,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,166.0
rQVKkKCzAsB,Kenya,Embu County,Runyenjes Sub County,Kyeni North Ward,Gatumbi Dispensary,Gatumbi Dispensary,12032,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,32.0
WrZYJH3y1Fh,Kenya,Kiambu County,Gatundu South Sub County,Ngenda Ward,Gatundu district hospital,Gatundu district hospital,10233,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,1219.0
HgEHx7HWGXS,Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Gatunduri Dispensary,Gatunduri Dispensary,12033,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,73.0
gTC4YDSbhb6,Kenya,Tharaka Nithi County,Tharaka North Sub County,Gatunga Ward,Gatunga Model Health Centre,Gatunga Model Health Centre,18080,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,600.0
KKndGuWgx1c,Kenya,Muranga County,Gatanga Sub County,Kariara Ward,Gatura Healh Centre,Gatura Healh Centre,10236,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,285.0
SuMdcd5YAWi,Kenya,Kirinyaga County,Kirinyaga Central Sub County,Kanyekini Ward,Gatuto Dispensary,Gatuto Dispensary,16386,off Kutus/Kagio Road,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,125.0
L7IMaRobAY4,Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Gazi Dispensary,Gazi Dispensary,22060,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,62.0
FkB4lcoQfnz,Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Gede Sub County Hospital,Gede Sub County Hospital,11387,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,10.0,773.0
ikGemlnoQXc,Kenya,Bomet County,Sotik Sub County,Ndanai/Abosi Ward,Gelegele Health Centre,Gelegele Health Centre,14505,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,76.0
Tkx50aupWkz,Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,George Mudenyo Kadima Nasio Trust (Mumias West),George Mudenyo Kadima Nasio Trust (Mumias West),22949,It is situated along Bukaya Musanda raod in mumias west Sub County,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,271.0
hLbDRJpWwiR,Kenya,Kisii County,Bobasi Sub County,Bassi Bogetaorio Ward,Gesabakwa Health Centre,Gesabakwa Health Centre,13558,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,201.0
SLYEU6SItMd,Kenya,Nyamira County,Masaba North Sub County,Gesima Ward,Gesima Health Centre,Gesima Health Centre,13559,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,283.0
beSdaPe8i3e,Kenya,Kisii County,Bonchari Sub County,Bogiakumu Ward,Gesuguri Dispensary,Gesuguri Dispensary,13560,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,108.0
tJVeZDtaAeT,Kenya,Nyamira County,Manga Sub County,Manga Ward,Gesure Health Centre (Manga),Gesure Health Centre (Manga),13562,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,160.0
EaAOtVISoLP,Kenya,Kisii County,Nyaribari Masaba Sub County,Gesusu Ward,Gesusu Sub-County Referral Hospital,Gesusu Sub-County Referral Hospital,13564,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,529.0
La4FiUTG0Ed,Kenya,Nyandarua County,Kipipiri Sub County,Geta Ward,Geta Bush Health Centre,Geta Bush Health Centre,10244,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,219.0
LktJ3WwqjGL,Kenya,Trans Nzoia County,Cherangany Sub County,Cherangany/Suwerwa Ward,Geta Dispensary,Geta Dispensary,14506,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,53.0
mC4qkTGiah3,Kenya,Nyandarua County,Kipipiri Sub County,Geta Ward,Geta Forest Dispensary,Geta Forest Dispensary,10245,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,77.0
TjAizB1Q3zr,Kenya,Nyamira County,Manga Sub County,Kamera Ward,Getare Health Centre,Getare Health Centre,13566,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,311.0
egBVNGnXnbY,Kenya,Kisii County,Nyaribari Masaba Sub County,Gesusu Ward,Geteri Dispensary,Geteri Dispensary,13568,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,51.0
BSIVRetkq9o,Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Getongoroma Dispensary,Getongoroma Dispensary,13569,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,164.0
pti6tGt9YYZ,Kenya,Meru County,Imenti North Sub County,Nyaki East Ward,Giaki Health Centre,Giaki Health Centre,12036,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,427.0
foKJoeEplXv,Kenya,Nyamira County,Nyamira Sub County,Bogichora Ward,Gianchore Health Centre,Gianchore Health Centre,13572,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,106.0
pFTiuzSPACf,Kenya,Muranga County,Ithanga Sub County,Ithanga Ward,Giathanini Dispensary,Giathanini Dispensary,10248,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,146.0
EXU7tMZZkA3,Kenya,Kisii County,South Mugirango Sub County,Tabaka Ward,Giatunda Dispensary,Giatunda Dispensary,13573,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,42.0
usTayxObuBo,Kenya,Nairobi County,Westlands Sub County,Mountain View Ward,Gichagi Dispensary,Gichagi Dispensary,27186,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,510.0
t5xZIr6qjd3,Kenya,Embu County,Runyenjes Sub County,Central Ward,Gichiche Dispensary,Gichiche Dispensary,12038,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,33.0
