facility,ward,subcounty,county,MOH_UID,MOH_Indicator_ID,MOH_Indicator_Name,khis_data
Likii Dispensary,Nanyuki Ward,Laikipia East Sub County,Laikipia County,EOwZKRgVff8,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Likii Dispensary,Nanyuki Ward,Laikipia East Sub County,Laikipia County,EOwZKRgVff8,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Likii Dispensary,Nanyuki Ward,Laikipia East Sub County,Laikipia County,EOwZKRgVff8,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,38
Likii Dispensary,Nanyuki Ward,Laikipia East Sub County,Laikipia County,EOwZKRgVff8,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,6
Likii Dispensary,Nanyuki Ward,Laikipia East Sub County,Laikipia County,EOwZKRgVff8,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,104
Malalani Health Centre,Endau/Malalani Ward,Kitui East Sub County,Kitui County,EPAB7cFMg8F,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Malalani Health Centre,Endau/Malalani Ward,Kitui East Sub County,Kitui County,EPAB7cFMg8F,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Malalani Health Centre,Endau/Malalani Ward,Kitui East Sub County,Kitui County,EPAB7cFMg8F,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Malalani Health Centre,Endau/Malalani Ward,Kitui East Sub County,Kitui County,EPAB7cFMg8F,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,9
Malalani Health Centre,Endau/Malalani Ward,Kitui East Sub County,Kitui County,EPAB7cFMg8F,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,3
Malalani Health Centre,Endau/Malalani Ward,Kitui East Sub County,Kitui County,EPAB7cFMg8F,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,30
Kaplong Hospital,Chemagel Ward,Sotik Sub County,Bomet County,Epg5CqAuaHn,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Kaplong Hospital,Chemagel Ward,Sotik Sub County,Bomet County,Epg5CqAuaHn,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,5
Kaplong Hospital,Chemagel Ward,Sotik Sub County,Bomet County,Epg5CqAuaHn,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,14
Kaplong Hospital,Chemagel Ward,Sotik Sub County,Bomet County,Epg5CqAuaHn,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,8
Kaplong Hospital,Chemagel Ward,Sotik Sub County,Bomet County,Epg5CqAuaHn,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,8
Kaplong Hospital,Chemagel Ward,Sotik Sub County,Bomet County,Epg5CqAuaHn,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,4
Kaplong Hospital,Chemagel Ward,Sotik Sub County,Bomet County,Epg5CqAuaHn,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,135
Kaplong Hospital,Chemagel Ward,Sotik Sub County,Bomet County,Epg5CqAuaHn,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,8
Kaplong Hospital,Chemagel Ward,Sotik Sub County,Bomet County,Epg5CqAuaHn,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,321
Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,41
Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,30
Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,46
Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,13
Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,10
Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,29
Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,468
Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,6
Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,1232
Mulot Health Centre,Ilmotiook Ward,Narok West Sub County,Narok County,eqFz38zb73f,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,12
Mulot Health Centre,Ilmotiook Ward,Narok West Sub County,Narok County,eqFz38zb73f,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,16
Mulot Health Centre,Ilmotiook Ward,Narok West Sub County,Narok County,eqFz38zb73f,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,50
Mulot Health Centre,Ilmotiook Ward,Narok West Sub County,Narok County,eqFz38zb73f,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,8
Mulot Health Centre,Ilmotiook Ward,Narok West Sub County,Narok County,eqFz38zb73f,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Mulot Health Centre,Ilmotiook Ward,Narok West Sub County,Narok County,eqFz38zb73f,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,5
Mulot Health Centre,Ilmotiook Ward,Narok West Sub County,Narok County,eqFz38zb73f,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,79
Mulot Health Centre,Ilmotiook Ward,Narok West Sub County,Narok County,eqFz38zb73f,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,8
Mulot Health Centre,Ilmotiook Ward,Narok West Sub County,Narok County,eqFz38zb73f,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,212
ASN Upendo Village Dispensary,Lake View Ward,Naivasha Sub County,Nakuru County,EqHuyV3yh0M,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
ASN Upendo Village Dispensary,Lake View Ward,Naivasha Sub County,Nakuru County,EqHuyV3yh0M,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
ASN Upendo Village Dispensary,Lake View Ward,Naivasha Sub County,Nakuru County,EqHuyV3yh0M,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,4
ASN Upendo Village Dispensary,Lake View Ward,Naivasha Sub County,Nakuru County,EqHuyV3yh0M,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
ASN Upendo Village Dispensary,Lake View Ward,Naivasha Sub County,Nakuru County,EqHuyV3yh0M,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
ASN Upendo Village Dispensary,Lake View Ward,Naivasha Sub County,Nakuru County,EqHuyV3yh0M,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,15
ASN Upendo Village Dispensary,Lake View Ward,Naivasha Sub County,Nakuru County,EqHuyV3yh0M,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,3
ASN Upendo Village Dispensary,Lake View Ward,Naivasha Sub County,Nakuru County,EqHuyV3yh0M,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,42
Umala Dispensary,North Alego Ward,Alego Usonga Sub County,Siaya County,EqMPdPE7rOm,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,12
Umala Dispensary,North Alego Ward,Alego Usonga Sub County,Siaya County,EqMPdPE7rOm,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,7
Umala Dispensary,North Alego Ward,Alego Usonga Sub County,Siaya County,EqMPdPE7rOm,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,31
Umala Dispensary,North Alego Ward,Alego Usonga Sub County,Siaya County,EqMPdPE7rOm,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,18
Umala Dispensary,North Alego Ward,Alego Usonga Sub County,Siaya County,EqMPdPE7rOm,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,14
Umala Dispensary,North Alego Ward,Alego Usonga Sub County,Siaya County,EqMPdPE7rOm,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Umala Dispensary,North Alego Ward,Alego Usonga Sub County,Siaya County,EqMPdPE7rOm,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,185
Umala Dispensary,North Alego Ward,Alego Usonga Sub County,Siaya County,EqMPdPE7rOm,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,24
Umala Dispensary,North Alego Ward,Alego Usonga Sub County,Siaya County,EqMPdPE7rOm,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,373
Dagamra Dispensary,Garashi Ward,Magarini Sub County,Kilifi County,eqnv3W3wuKp,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Dagamra Dispensary,Garashi Ward,Magarini Sub County,Kilifi County,eqnv3W3wuKp,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Dagamra Dispensary,Garashi Ward,Magarini Sub County,Kilifi County,eqnv3W3wuKp,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Dagamra Dispensary,Garashi Ward,Magarini Sub County,Kilifi County,eqnv3W3wuKp,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,2
Dagamra Dispensary,Garashi Ward,Magarini Sub County,Kilifi County,eqnv3W3wuKp,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,3
Dagamra Dispensary,Garashi Ward,Magarini Sub County,Kilifi County,eqnv3W3wuKp,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,17
Sabaki Dispensary,Sabaki Ward,Magarini Sub County,Kilifi County,EqOqZ31xi3Y,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Sabaki Dispensary,Sabaki Ward,Magarini Sub County,Kilifi County,EqOqZ31xi3Y,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Sabaki Dispensary,Sabaki Ward,Magarini Sub County,Kilifi County,EqOqZ31xi3Y,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,5
Sabaki Dispensary,Sabaki Ward,Magarini Sub County,Kilifi County,EqOqZ31xi3Y,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Sabaki Dispensary,Sabaki Ward,Magarini Sub County,Kilifi County,EqOqZ31xi3Y,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,15
Sabaki Dispensary,Sabaki Ward,Magarini Sub County,Kilifi County,EqOqZ31xi3Y,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,4
Sabaki Dispensary,Sabaki Ward,Magarini Sub County,Kilifi County,EqOqZ31xi3Y,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,43
Kerio Health Centre,Kerio Delta Ward,Turkana Central Sub County,Turkana County,EqyJ3aErOqW,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Kerio Health Centre,Kerio Delta Ward,Turkana Central Sub County,Turkana County,EqyJ3aErOqW,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
Kerio Health Centre,Kerio Delta Ward,Turkana Central Sub County,Turkana County,EqyJ3aErOqW,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Kerio Health Centre,Kerio Delta Ward,Turkana Central Sub County,Turkana County,EqyJ3aErOqW,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Kerio Health Centre,Kerio Delta Ward,Turkana Central Sub County,Turkana County,EqyJ3aErOqW,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Kerio Health Centre,Kerio Delta Ward,Turkana Central Sub County,Turkana County,EqyJ3aErOqW,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,23
Kerio Health Centre,Kerio Delta Ward,Turkana Central Sub County,Turkana County,EqyJ3aErOqW,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,7
Kerio Health Centre,Kerio Delta Ward,Turkana Central Sub County,Turkana County,EqyJ3aErOqW,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,38
Uradi Health Centre,West Alego Ward,Alego Usonga Sub County,Siaya County,ER9BOdawZcT,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,7
Uradi Health Centre,West Alego Ward,Alego Usonga Sub County,Siaya County,ER9BOdawZcT,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,17
Uradi Health Centre,West Alego Ward,Alego Usonga Sub County,Siaya County,ER9BOdawZcT,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,7
Uradi Health Centre,West Alego Ward,Alego Usonga Sub County,Siaya County,ER9BOdawZcT,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,15
Uradi Health Centre,West Alego Ward,Alego Usonga Sub County,Siaya County,ER9BOdawZcT,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,17
Uradi Health Centre,West Alego Ward,Alego Usonga Sub County,Siaya County,ER9BOdawZcT,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,11
Uradi Health Centre,West Alego Ward,Alego Usonga Sub County,Siaya County,ER9BOdawZcT,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,152
Uradi Health Centre,West Alego Ward,Alego Usonga Sub County,Siaya County,ER9BOdawZcT,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,12
Uradi Health Centre,West Alego Ward,Alego Usonga Sub County,Siaya County,ER9BOdawZcT,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,310
Tabaka Mission Hospital,Tabaka Ward,South Mugirango Sub County,Kisii County,erge4sMabaa,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,51
Tabaka Mission Hospital,Tabaka Ward,South Mugirango Sub County,Kisii County,erge4sMabaa,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,20
Tabaka Mission Hospital,Tabaka Ward,South Mugirango Sub County,Kisii County,erge4sMabaa,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,46
Tabaka Mission Hospital,Tabaka Ward,South Mugirango Sub County,Kisii County,erge4sMabaa,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,30
Tabaka Mission Hospital,Tabaka Ward,South Mugirango Sub County,Kisii County,erge4sMabaa,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,36
Tabaka Mission Hospital,Tabaka Ward,South Mugirango Sub County,Kisii County,erge4sMabaa,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,28
Tabaka Mission Hospital,Tabaka Ward,South Mugirango Sub County,Kisii County,erge4sMabaa,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,512
Tabaka Mission Hospital,Tabaka Ward,South Mugirango Sub County,Kisii County,erge4sMabaa,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,24
Tabaka Mission Hospital,Tabaka Ward,South Mugirango Sub County,Kisii County,erge4sMabaa,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,1024
Endo Health Centre,Endo Ward,Marakwet East Sub County,Elgeyo Marakwet County,ErkKmXcssVz,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Endo Health Centre,Endo Ward,Marakwet East Sub County,Elgeyo Marakwet County,ErkKmXcssVz,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Endo Health Centre,Endo Ward,Marakwet East Sub County,Elgeyo Marakwet County,ErkKmXcssVz,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,1
Endo Health Centre,Endo Ward,Marakwet East Sub County,Elgeyo Marakwet County,ErkKmXcssVz,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,5
Esther Memorial Nursing Home,Kiamaina Ward,Nakuru North Sub County,Nakuru County,eRPHPaOmHQp,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,14
Esther Memorial Nursing Home,Kiamaina Ward,Nakuru North Sub County,Nakuru County,eRPHPaOmHQp,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,37
Shimba Hills Health Centre,Kubo South Ward,Matuga Sub County,Kwale County,erZvaDeCoQ3,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,4
Shimba Hills Health Centre,Kubo South Ward,Matuga Sub County,Kwale County,erZvaDeCoQ3,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Shimba Hills Health Centre,Kubo South Ward,Matuga Sub County,Kwale County,erZvaDeCoQ3,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,4
Shimba Hills Health Centre,Kubo South Ward,Matuga Sub County,Kwale County,erZvaDeCoQ3,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Shimba Hills Health Centre,Kubo South Ward,Matuga Sub County,Kwale County,erZvaDeCoQ3,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Shimba Hills Health Centre,Kubo South Ward,Matuga Sub County,Kwale County,erZvaDeCoQ3,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Shimba Hills Health Centre,Kubo South Ward,Matuga Sub County,Kwale County,erZvaDeCoQ3,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,62
Shimba Hills Health Centre,Kubo South Ward,Matuga Sub County,Kwale County,erZvaDeCoQ3,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,6
Shimba Hills Health Centre,Kubo South Ward,Matuga Sub County,Kwale County,erZvaDeCoQ3,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,67
Annex Hospital (Nakuru),London Ward,Nakuru West Sub County,Nakuru County,ETYKLHaZtuG,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,5
Annex Hospital (Nakuru),London Ward,Nakuru West Sub County,Nakuru County,ETYKLHaZtuG,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
Annex Hospital (Nakuru),London Ward,Nakuru West Sub County,Nakuru County,ETYKLHaZtuG,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Annex Hospital (Nakuru),London Ward,Nakuru West Sub County,Nakuru County,ETYKLHaZtuG,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Annex Hospital (Nakuru),London Ward,Nakuru West Sub County,Nakuru County,ETYKLHaZtuG,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,41
Annex Hospital (Nakuru),London Ward,Nakuru West Sub County,Nakuru County,ETYKLHaZtuG,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,100
Katulani Health Centre,Kibauni Ward,Mwala Sub County,Machakos County,Eu4DUBxnPbV,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,4
Katulani Health Centre,Kibauni Ward,Mwala Sub County,Machakos County,Eu4DUBxnPbV,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Katulani Health Centre,Kibauni Ward,Mwala Sub County,Machakos County,Eu4DUBxnPbV,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
Katulani Health Centre,Kibauni Ward,Mwala Sub County,Machakos County,Eu4DUBxnPbV,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,6
Katulani Health Centre,Kibauni Ward,Mwala Sub County,Machakos County,Eu4DUBxnPbV,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Katulani Health Centre,Kibauni Ward,Mwala Sub County,Machakos County,Eu4DUBxnPbV,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,4
Katulani Health Centre,Kibauni Ward,Mwala Sub County,Machakos County,Eu4DUBxnPbV,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,33
Katulani Health Centre,Kibauni Ward,Mwala Sub County,Machakos County,Eu4DUBxnPbV,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,4
Katulani Health Centre,Kibauni Ward,Mwala Sub County,Machakos County,Eu4DUBxnPbV,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,126
Huruma Nursing Home and Maternity,Kiamaiko Ward,Mathare Sub County,Nairobi County,eu57gimZRDs,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Huruma Nursing Home and Maternity,Kiamaiko Ward,Mathare Sub County,Nairobi County,eu57gimZRDs,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Huruma Nursing Home and Maternity,Kiamaiko Ward,Mathare Sub County,Nairobi County,eu57gimZRDs,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,6
Huruma Nursing Home and Maternity,Kiamaiko Ward,Mathare Sub County,Nairobi County,eu57gimZRDs,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Huruma Nursing Home and Maternity,Kiamaiko Ward,Mathare Sub County,Nairobi County,eu57gimZRDs,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,72
Huruma Nursing Home and Maternity,Kiamaiko Ward,Mathare Sub County,Nairobi County,eu57gimZRDs,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,76
Narok County Referral Hospital,Narok Town Ward,Narok North Sub County,Narok County,eUG9sXdwHag,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,35
Narok County Referral Hospital,Narok Town Ward,Narok North Sub County,Narok County,eUG9sXdwHag,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,9
Narok County Referral Hospital,Narok Town Ward,Narok North Sub County,Narok County,eUG9sXdwHag,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,48
Narok County Referral Hospital,Narok Town Ward,Narok North Sub County,Narok County,eUG9sXdwHag,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,21
Narok County Referral Hospital,Narok Town Ward,Narok North Sub County,Narok County,eUG9sXdwHag,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,16
Narok County Referral Hospital,Narok Town Ward,Narok North Sub County,Narok County,eUG9sXdwHag,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,31
Narok County Referral Hospital,Narok Town Ward,Narok North Sub County,Narok County,eUG9sXdwHag,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,580
Narok County Referral Hospital,Narok Town Ward,Narok North Sub County,Narok County,eUG9sXdwHag,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,1
Narok County Referral Hospital,Narok Town Ward,Narok North Sub County,Narok County,eUG9sXdwHag,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,39
Narok County Referral Hospital,Narok Town Ward,Narok North Sub County,Narok County,eUG9sXdwHag,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,1080
Kasikeu Dispensary,Kasikeu Ward,Kilome Sub County,Makueni County,EUJpFi9eVHO,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,5
Kasikeu Dispensary,Kasikeu Ward,Kilome Sub County,Makueni County,EUJpFi9eVHO,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Kasikeu Dispensary,Kasikeu Ward,Kilome Sub County,Makueni County,EUJpFi9eVHO,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,9
Kasikeu Dispensary,Kasikeu Ward,Kilome Sub County,Makueni County,EUJpFi9eVHO,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Kasikeu Dispensary,Kasikeu Ward,Kilome Sub County,Makueni County,EUJpFi9eVHO,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,3
Kasikeu Dispensary,Kasikeu Ward,Kilome Sub County,Makueni County,EUJpFi9eVHO,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,3
Kasikeu Dispensary,Kasikeu Ward,Kilome Sub County,Makueni County,EUJpFi9eVHO,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,40
Kasikeu Dispensary,Kasikeu Ward,Kilome Sub County,Makueni County,EUJpFi9eVHO,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
Kasikeu Dispensary,Kasikeu Ward,Kilome Sub County,Makueni County,EUJpFi9eVHO,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,125
Rombo Health Centre,Rombo Ward,Loitokitok Sub County,Kajiado County,EumBiY0A93D,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,3
Rombo Health Centre,Rombo Ward,Loitokitok Sub County,Kajiado County,EumBiY0A93D,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,3
Rombo Health Centre,Rombo Ward,Loitokitok Sub County,Kajiado County,EumBiY0A93D,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,10
Rombo Health Centre,Rombo Ward,Loitokitok Sub County,Kajiado County,EumBiY0A93D,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,5
Rombo Health Centre,Rombo Ward,Loitokitok Sub County,Kajiado County,EumBiY0A93D,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,6
Rombo Health Centre,Rombo Ward,Loitokitok Sub County,Kajiado County,EumBiY0A93D,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,5
Rombo Health Centre,Rombo Ward,Loitokitok Sub County,Kajiado County,EumBiY0A93D,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,61
Rombo Health Centre,Rombo Ward,Loitokitok Sub County,Kajiado County,EumBiY0A93D,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,3
Rombo Health Centre,Rombo Ward,Loitokitok Sub County,Kajiado County,EumBiY0A93D,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,149
Kaptisi Dispensary,Shiru Ward,Hamisi Sub County,Vihiga County,ev7vSNwz1Gm,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,5
Kaptisi Dispensary,Shiru Ward,Hamisi Sub County,Vihiga County,ev7vSNwz1Gm,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Kaptisi Dispensary,Shiru Ward,Hamisi Sub County,Vihiga County,ev7vSNwz1Gm,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Kaptisi Dispensary,Shiru Ward,Hamisi Sub County,Vihiga County,ev7vSNwz1Gm,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Kaptisi Dispensary,Shiru Ward,Hamisi Sub County,Vihiga County,ev7vSNwz1Gm,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Kaptisi Dispensary,Shiru Ward,Hamisi Sub County,Vihiga County,ev7vSNwz1Gm,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,11
Kaptisi Dispensary,Shiru Ward,Hamisi Sub County,Vihiga County,ev7vSNwz1Gm,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,1
